"article_cond","SID","article_number","exclude_item","topic","n_words","msg_rel_self","msg_rel_social","msg_share_broad","msg_share_narrow"
"other","BB-W1-0704",23,0,"climate",11,76,78,62,85
"other","BB-W1-0704",24,0,"climate",13,100,100,100,100
"other","BB-W1-0707",2,0,"climate",39,65,68,53,55
"other","BB-W1-0707",6,0,"climate",36,76,76,72,84
"other","BB-W1-0707",12,0,"climate",43,81,82,50,72
"other","BB-W1-0707",14,0,"climate",30,86,87,82,83
"other","BB-W1-0707",25,0,"climate",55,93,90,87,90
"other","BB-W1-0723",5,0,"climate",20,69,83,41,68
"other","BB-W1-0723",11,0,"climate",15,23,48,40,30
"other","BB-W1-0723",16,0,"climate",21,87,71,75,75
"other","BB-W1-0723",17,0,"climate",14,73,71,58,71
"other","BB-W1-0723",24,0,"climate",16,96,83,84,82
"other","BB-W1-0739",7,0,"climate",38,0,20,10,50
"other","BB-W1-0739",9,0,"climate",22,45,65,50,10
"other","BB-W1-0739",12,0,"climate",32,60,70,60,70
"other","BB-W1-0739",17,0,"climate",33,80,90,50,0
"other","BB-W1-0739",25,0,"climate",42,60,30,40,0
"other","BB-W1-0762",1,0,"climate",23,65,81,61,65
"other","BB-W1-0762",10,0,"climate",20,85,85,85,80
"other","BB-W1-0762",11,0,"climate",15,92,95,92,95
"other","BB-W1-0762",12,0,"climate",23,100,100,100,95
"other","BB-W1-0762",26,0,"climate",12,100,95,97,90
"other","BB-W1-0763",3,0,"climate",20,70,60,60,30
"other","BB-W1-0763",4,0,"climate",14,20,20,20,0
"other","BB-W1-0763",8,0,"climate",8,85,80,20,10
"other","BB-W1-0763",11,0,"climate",14,65,65,10,0
"other","BB-W1-0763",24,0,"climate",16,60,50,10,10
"other","BB-W1-0781",2,0,"climate",30,100,100,100,100
"other","BB-W1-0781",10,0,"climate",37,100,100,80,100
"other","BB-W1-0781",15,0,"climate",31,100,100,80,100
"other","BB-W1-0781",20,0,"climate",31,100,100,80,100
"other","BB-W1-0781",22,0,"climate",25,100,100,100,100
"other","BB-W1-0783",3,0,"climate",32,49,63,0,0
"other","BB-W1-0783",12,0,"climate",17,0,0,0,0
"other","BB-W1-0783",20,0,"climate",21,53,52,0,0
"other","BB-W1-0783",21,0,"climate",21,70,68,0,0
"other","BB-W1-0783",22,0,"climate",21,51,52,0,0
"other","BB-W1-0818",8,0,"climate",12,0,0,21,15
"other","BB-W1-0818",9,0,"climate",12,0,0,0,0
"other","BB-W1-0818",18,0,"climate",13,100,67,0,0
"other","BB-W1-0818",19,0,"climate",18,0,0,0,0
"other","BB-W1-0818",26,0,"climate",6,100,100,100,51
"other","BB-W1-0870",2,0,"climate",21,95,93,90,66
"other","BB-W1-0870",3,0,"climate",20,55,54,89,74
"other","BB-W1-0870",17,0,"climate",24,100,100,90,88
"other","BB-W1-0870",18,0,"climate",29,100,85,80,81
"other","BB-W1-0870",22,0,"climate",49,85,93,84,60
"other","BB-W1-0892",1,0,"climate",11,48,64,88,59
"other","BB-W1-0892",6,0,"climate",10,97,80,84,89
"other","BB-W1-0892",7,0,"climate",11,67,50,96,87
"other","BB-W1-0892",16,0,"climate",14,94,96,98,95
"other","BB-W1-0892",17,0,"climate",13,96,96,89,96
"other","BB-W1-0898",13,0,"climate",35,11,77,10,48
"other","BB-W1-0898",14,0,"climate",37,63,71,57,62
"other","BB-W1-0898",18,0,"climate",41,50,64,30,30
"other","BB-W1-0898",23,0,"climate",38,72,77,64,68
"other","BB-W1-0898",24,0,"climate",17,49,77,50,50
"other","BB-W1-0917",2,0,"climate",14,76,76,5,14
"other","BB-W1-0917",3,0,"climate",19,60,67,12,12
"other","BB-W1-0917",5,0,"climate",19,52,78,6,4
"other","BB-W1-0917",18,0,"climate",13,74,81,5,46
"other","BB-W1-0917",20,0,"climate",25,70,74,13,2
"other","BB-W1-0935",8,0,"climate",10,74,46,53,38
"other","BB-W1-0935",12,0,"climate",7,58,79,66,84
"other","BB-W1-0935",19,0,"climate",19,39,70,43,68
"other","BB-W1-0935",21,0,"climate",16,48,73,44,60
"other","BB-W1-0935",23,0,"climate",12,67,61,76,32
"other","BB-W1-0979",4,0,"climate",9,100,100,100,100
"other","BB-W1-0979",7,0,"climate",10,95,94,94,96
"other","BB-W1-0979",10,0,"climate",11,98,99,100,96
"other","BB-W1-0997",5,0,"climate",20,83,86,72,74
"other","BB-W1-0997",11,0,"climate",15,80,81,78,80
"other","BB-W1-0997",18,0,"climate",18,82,88,60,74
"other","BB-W1-0997",22,0,"climate",24,84,82,56,77
"other","BB-W1-0997",24,0,"climate",27,74,73,41,51
"other","BB-W1-1001",6,0,"climate",17,84,64,49,75
"other","BB-W1-1001",16,0,"climate",17,69,76,65,80
"other","BB-W1-1001",17,0,"climate",13,72,86,74,63
"other","BB-W1-1001",18,0,"climate",10,80,70,40,79
"other","BB-W1-1001",24,0,"climate",20,77,82,60,77
"other","BB-W1-1019",4,0,"climate",38,20,20,50,50
"other","BB-W1-1019",7,0,"climate",37,100,100,100,100
"other","BB-W1-1019",14,0,"climate",40,100,100,100,100
"other","BB-W1-1019",15,0,"climate",43,100,100,100,100
"other","BB-W1-1019",20,0,"climate",35,100,80,100,100
"other","BB-W1-1032",2,0,"climate",52,96,93,71,21
"other","BB-W1-1032",7,0,"climate",31,62,62,56,30
"other","BB-W1-1032",14,0,"climate",39,63,63,46,36
"other","BB-W1-1032",18,0,"climate",31,91,90,73,47
"other","BB-W1-1032",24,0,"climate",26,97,98,84,65
"other","BB-W1-1047",2,0,"climate",15,66,63,8,19
"other","BB-W1-1047",17,0,"climate",18,68,68,21,58
"other","BB-W1-1047",19,0,"climate",9,39,41,18,7
"other","BB-W1-1047",20,0,"climate",18,35,48,9,29
"other","BB-W1-1047",25,0,"climate",14,41,44,24,27
"other","BB-W1-1066",6,0,"climate",18,25,32,27,46
"other","BB-W1-1066",17,0,"climate",28,40,50,26,47
"other","BB-W1-1066",18,0,"climate",16,39,63,27,56
"other","BB-W1-1066",21,0,"climate",23,36,50,31,35
"other","BB-W1-1066",23,0,"climate",21,27,37,26,25
"other","BB-W1-1070",6,0,"climate",15,76,78,43,48
"other","BB-W1-1070",11,0,"climate",12,83,84,64,84
"other","BB-W1-1070",15,0,"climate",7,73,85,50,49
"other","BB-W1-1070",16,0,"climate",15,84,85,71,72
"other","BB-W1-1070",17,0,"climate",9,91,85,70,85
"other","BB-W1-1100",5,0,"climate",22,82,78,55,70
"other","BB-W1-1100",9,0,"climate",27,60,75,45,55
"other","BB-W1-1100",13,0,"climate",20,75,80,60,65
"other","BB-W1-1100",18,0,"climate",15,85,80,60,75
"other","BB-W1-1100",22,0,"climate",43,90,85,65,70
"other","BB-W1-1125",5,0,"climate",9,24,78,79,26
"other","BB-W1-1125",10,0,"climate",11,72,100,96,63
"other","BB-W1-1125",23,0,"climate",8,45,66,93,70
"other","BB-W1-1139",5,0,"climate",16,90,90,60,100
"other","BB-W1-1139",10,0,"climate",15,85,75,25,60
"other","BB-W1-1139",17,0,"climate",14,100,100,25,85
"other","BB-W1-1139",20,0,"climate",22,100,100,46,90
"other","BB-W1-1139",24,0,"climate",16,70,70,10,50
"other","BB-W1-1154",4,0,"climate",22,100,100,100,100
"other","BB-W1-1154",11,0,"climate",28,100,100,100,63
"other","BB-W1-1154",13,0,"climate",20,90,100,52,77
"other","BB-W1-1154",19,0,"climate",18,100,100,100,61
"other","BB-W1-1154",20,0,"climate",27,100,100,100,100
"other","BB-W1-1165",2,0,"climate",18,30,60,20,65
"other","BB-W1-1165",4,0,"climate",22,100,85,70,95
"other","BB-W1-1165",10,0,"climate",16,100,100,52,100
"other","BB-W1-1165",22,0,"climate",18,70,85,75,95
"other","BB-W1-1165",25,0,"climate",27,89,90,10,90
"other","BB-W1-1192",4,0,"climate",10,75,75,75,95
"other","BB-W1-1192",9,0,"climate",38,75,75,65,75
"other","BB-W1-1192",20,0,"climate",30,80,80,55,80
"other","BB-W1-1192",23,0,"climate",30,60,65,50,80
"other","BB-W1-1192",25,0,"climate",29,90,90,60,80
"other","BB-W1-1203",1,0,"climate",10,0,0,0,0
"other","BB-W1-1203",6,0,"climate",13,52,54,100,52
"other","BB-W1-1203",11,0,"climate",17,26,49,100,52
"other","BB-W1-1203",20,0,"climate",12,0,0,100,0
"other","BB-W1-1203",21,0,"climate",12,53,56,100,54
"other","BB-W1-1211",1,0,"climate",22,87,88,75,85
"other","BB-W1-1211",2,0,"climate",16,82,80,88,80
"other","BB-W1-1211",10,0,"climate",14,71,87,89,86
"other","BB-W1-1211",24,0,"climate",12,88,88,84,88
"other","BB-W1-1211",26,0,"climate",10,90,89,87,89
"other","BB-W1-1236",3,0,"climate",54,75,80,75,75
"other","BB-W1-1236",8,0,"climate",48,50,65,55,50
"other","BB-W1-1236",12,0,"climate",49,90,90,90,85
"other","BB-W1-1236",14,0,"climate",50,75,85,70,70
"other","BB-W1-1236",18,0,"climate",55,85,90,70,75
"other","BB-W1-1276",8,0,"climate",8,52,45,0,0
"other","BB-W1-1276",10,0,"climate",9,64,64,0,0
"other","BB-W1-1276",18,0,"climate",9,32,32,0,0
"other","BB-W1-1285",5,0,"climate",40,100,100,90,100
"other","BB-W1-1285",8,0,"climate",40,0,35,55,40
"other","BB-W1-1285",17,0,"climate",37,50,60,20,45
"other","BB-W1-1285",23,0,"climate",19,80,90,95,100
"other","BB-W1-1285",24,0,"climate",32,20,35,5,5
"other","BB-W1-1292",6,0,"climate",39,80,90,45,25
"other","BB-W1-1292",10,0,"climate",28,100,100,55,20
"other","BB-W1-1292",16,0,"climate",27,90,90,70,30
"other","BB-W1-1292",20,0,"climate",23,100,100,40,10
"other","BB-W1-1292",23,0,"climate",32,70,70,30,60
"other","BB-W1-1296",8,0,"climate",12,60,60,10,50
"other","BB-W1-1296",12,0,"climate",20,50,60,2,60
"other","BB-W1-1296",13,0,"climate",13,1,0,6,1
"other","BB-W1-1317",8,0,"climate",9,57,66,62,62
"other","BB-W1-1317",9,0,"climate",15,64,65,49,75
"other","BB-W1-1317",16,0,"climate",13,60,61,58,62
"other","BB-W1-1317",23,0,"climate",10,61,64,71,69
"other","BB-W1-1321",15,0,"climate",12,0,0,0,0
"other","BB-W1-1321",19,0,"climate",11,0,0,0,30
"other","BB-W1-1321",22,0,"climate",12,30,10,0,30
"other","BB-W1-1321",23,0,"climate",19,10,0,0,30
"other","BB-W1-1321",24,0,"climate",15,20,0,0,70
"other","BB-W1-1350",1,0,"climate",10,32,27,38,19
"other","BB-W1-1350",7,0,"climate",16,42,29,19,67
"other","BB-W1-1350",8,0,"climate",11,24,38,31,30
"other","BB-W1-1350",19,0,"climate",17,26,38,35,17
"other","BB-W1-1350",22,0,"climate",14,25,49,19,44
"other","BB-W1-1351",2,0,"climate",11,78,80,35,85
"other","BB-W1-1351",9,0,"climate",8,74,73,49,73
"other","BB-W1-1351",11,0,"climate",7,78,83,58,84
"other","BB-W1-1351",17,0,"climate",21,84,84,48,79
"other","BB-W1-1351",21,0,"climate",12,81,80,46,60
"other","BB-W1-1369",2,0,"climate",27,100,100,5,65
"other","BB-W1-1369",7,0,"climate",39,100,100,10,80
"other","BB-W1-1369",10,0,"climate",32,100,100,5,50
"other","BB-W1-1369",14,0,"climate",52,100,100,10,10
"other","BB-W1-1369",18,0,"climate",52,100,100,15,50
"other","BB-W1-1370",1,0,"climate",23,62,57,0,0
"other","BB-W1-1370",10,0,"climate",28,81,73,0,0
"other","BB-W1-1370",11,0,"climate",26,73,84,0,0
"other","BB-W1-1370",14,0,"climate",25,50,50,0,0
"other","BB-W1-1370",25,0,"climate",28,50,50,0,0
"other","BB-W1-1421",11,0,"climate",18,50,70,55,65
"other","BB-W1-1421",14,0,"climate",15,50,50,55,50
"other","BB-W1-1421",18,0,"climate",21,50,60,55,50
"other","BB-W1-1421",21,0,"climate",17,60,60,65,55
"other","BB-W1-1421",22,0,"climate",18,55,70,70,65
"other","BB-W1-1427",4,0,"climate",8,49,60,15,48
"other","BB-W1-1427",24,0,"climate",8,34,43,28,41
"other","BB-W1-1427",25,0,"climate",11,29,10,27,42
"other","BB-W1-1429",10,0,"climate",19,94,89,31,38
"other","BB-W1-1429",17,0,"climate",20,100,95,58,36
"other","BB-W1-1429",18,0,"climate",35,64,74,12,5
"other","BB-W1-1429",20,0,"climate",16,51,58,12,58
"other","BB-W1-1429",22,0,"climate",12,100,87,85,73
"other","BB-W1-1440",5,0,"climate",8,53,53,8,56
"other","BB-W1-1440",7,0,"climate",25,72,62,5,66
"other","BB-W1-1440",9,0,"climate",27,69,69,6,57
"other","BB-W1-1440",14,0,"climate",6,49,49,3,42
"other","BB-W1-1448",2,0,"climate",14,64,66,47,53
"other","BB-W1-1448",5,0,"climate",16,59,62,51,56
"other","BB-W1-1448",6,0,"climate",12,52,54,49,51
"other","BB-W1-1448",14,0,"climate",11,65,64,59,62
"other","BB-W1-1448",15,0,"climate",11,55,56,20,20
"other","BB-W1-1456",6,0,"climate",14,56,25,36,12
"other","BB-W1-1456",9,0,"climate",11,12,57,30,19
"other","BB-W1-1456",15,0,"climate",17,6,1,10,18
"other","BB-W1-1456",20,0,"climate",25,31,15,56,46
"other","BB-W1-1456",24,0,"climate",14,65,54,32,38
"other","BB-W1-1501",2,0,"climate",101,91,95,100,100
"other","BB-W1-1501",4,0,"climate",109,100,100,100,100
"other","BB-W1-1501",7,0,"climate",93,100,100,100,100
"other","BB-W1-1501",21,0,"climate",80,100,100,90,90
"other","BB-W1-1501",26,0,"climate",82,100,100,100,100
"other","BB-W1-1510",9,0,"climate",15,100,68,100,93
"other","BB-W1-1510",15,0,"climate",14,67,93,64,78
"other","BB-W1-1510",20,0,"climate",19,85,87,83,77
"other","BB-W1-1510",23,0,"climate",22,26,100,82,69
"other","BB-W1-1510",26,0,"climate",14,59,77,59,69
"other","BB-W1-1514",5,0,"climate",14,100,100,100,100
"other","BB-W1-1514",7,0,"climate",13,75,75,100,75
"other","BB-W1-1514",17,0,"climate",16,100,100,100,100
"other","BB-W1-1514",21,0,"climate",22,100,100,100,100
"other","BB-W1-1514",22,0,"climate",19,80,80,80,60
"other","BB-W1-1517",2,0,"climate",25,62,64,38,29
"other","BB-W1-1517",13,0,"climate",16,26,32,20,40
"other","BB-W1-1517",16,0,"climate",21,50,49,63,45
"other","BB-W1-1517",24,0,"climate",29,90,91,51,82
"other","BB-W1-1517",26,0,"climate",20,86,83,50,60
"other","BB-W1-1535",8,0,"climate",111,100,100,100,100
"other","BB-W1-1535",11,0,"climate",49,100,100,100,100
"other","BB-W1-1535",20,0,"climate",93,100,100,100,100
"other","BB-W1-1535",25,0,"climate",31,5,100,100,100
"other","BB-W1-1535",26,0,"climate",25,100,100,100,100
"other","BB-W1-1544",10,0,"climate",17,81,83,81,90
"other","BB-W1-1544",12,0,"climate",13,93,93,71,82
"other","BB-W1-1544",20,0,"climate",15,11,45,31,17
"other","BB-W1-1544",21,0,"climate",15,92,92,92,90
"other","BB-W1-1544",26,0,"climate",11,72,72,52,58
"other","BB-W1-1556",8,0,"climate",19,100,80,60,40
"other","BB-W1-1556",13,0,"climate",28,25,10,0,0
"other","BB-W1-1556",17,0,"climate",19,75,55,20,40
"other","BB-W1-1556",18,0,"climate",22,85,75,30,50
"other","BB-W1-1556",26,0,"climate",18,100,70,50,40
"other","BB-W1-1621",7,0,"climate",10,54,55,39,45
"other","BB-W1-1621",19,0,"climate",9,64,65,53,52
"other","BB-W1-1621",20,0,"climate",6,39,42,37,33
"other","BB-W1-1621",22,0,"climate",11,31,31,26,30
"other","BB-W1-1621",23,0,"climate",10,74,75,79,67
"other","BB-W1-1666",3,0,"climate",22,89,76,48,54
"other","BB-W1-1666",9,0,"climate",14,46,69,55,62
"other","BB-W1-1666",19,0,"climate",23,85,58,56,92
"other","BB-W1-1666",21,0,"climate",21,79,93,66,56
"other","BB-W1-1666",22,0,"climate",15,51,36,65,46
"other","BB-W1-1677",6,0,"climate",14,17,15,0,0
"other","BB-W1-1677",10,0,"climate",20,100,100,0,0
"other","BB-W1-1677",17,0,"climate",30,100,100,0,0
"other","BB-W1-1677",19,0,"climate",16,62,63,0,0
"other","BB-W1-1677",25,0,"climate",13,73,73,0,0
"other","BB-W1-1724",21,0,"climate",9,97,95,85,92
"other","BB-W1-1724",22,0,"climate",7,97,97,85,96
"other","BB-W1-1724",23,0,"climate",11,94,94,78,88
"other","BB-W1-1724",25,0,"climate",7,98,94,79,88
"other","BB-W1-1724",26,0,"climate",7,95,81,81,69
"other","BB-W1-1735",6,0,"climate",31,8,20,0,23
"other","BB-W1-1735",9,0,"climate",18,67,68,0,53
"other","BB-W1-1735",14,0,"climate",10,33,31,0,16
"other","BB-W1-1735",15,0,"climate",25,33,45,0,69
"other","BB-W1-1735",21,0,"climate",14,57,49,0,53
"other","BB-W1-1736",2,0,"climate",24,29,29,66,75
"other","BB-W1-1736",11,0,"climate",26,72,73,81,89
"other","BB-W1-1736",16,0,"climate",16,81,70,60,72
"other","BB-W1-1736",19,0,"climate",13,80,80,50,70
"other","BB-W1-1736",24,0,"climate",35,86,88,88,80
"other","BB-W1-1740",4,0,"climate",15,50,52,61,73
"other","BB-W1-1740",12,0,"climate",14,56,53,19,19
"other","BB-W1-1740",14,0,"climate",15,52,51,24,51
"other","BB-W1-1740",16,0,"climate",28,26,19,8,8
"other","BB-W1-1740",17,0,"climate",13,55,54,19,21
"other","BB-W1-1754",7,0,"climate",25,50,85,65,85
"other","BB-W1-1754",10,0,"climate",14,90,85,75,60
"other","BB-W1-1754",12,0,"climate",36,94,85,90,85
"other","BB-W1-1754",18,0,"climate",19,100,85,95,80
"other","BB-W1-1754",24,0,"climate",30,90,80,85,75
"other","BB-W1-1810",1,0,"climate",46,99,96,91,90
"other","BB-W1-1810",2,0,"climate",49,93,97,86,90
"other","BB-W1-1810",6,0,"climate",31,80,80,75,80
"other","BB-W1-1810",12,0,"climate",34,93,94,93,93
"other","BB-W1-1810",15,0,"climate",31,93,91,90,90
"other","BB-W1-1824",2,0,"climate",28,60,52,10,25
"other","BB-W1-1824",7,0,"climate",26,33,45,1,8
"other","BB-W1-1824",9,0,"climate",38,75,70,1,10
"other","BB-W1-1824",19,0,"climate",20,80,75,18,49
"other","BB-W1-1824",21,0,"climate",24,80,75,9,49
"other","BB-W1-1829",7,0,"climate",8,0,50,0,0
"other","BB-W1-1829",10,0,"climate",9,100,100,10,30
"other","BB-W1-1829",20,0,"climate",6,80,80,0,10
"other","BB-W1-1829",23,0,"climate",14,70,50,0,10
"other","BB-W1-1862",6,0,"climate",34,50,50,50,100
"other","BB-W1-1862",12,0,"climate",60,100,100,100,100
"other","BB-W1-1862",16,0,"climate",53,100,100,100,100
"other","BB-W1-1862",22,0,"climate",50,100,100,100,100
"other","BB-W1-1862",26,0,"climate",63,100,100,100,100
"other","BB-W1-1864",12,0,"climate",9,88,86,14,31
"other","BB-W1-1864",13,0,"climate",8,0,0,0,0
"other","BB-W1-1864",14,0,"climate",14,89,86,16,59
"other","BB-W1-1864",19,0,"climate",27,9,5,1,1
"other","BB-W1-1864",24,0,"climate",30,93,82,17,50
"other","BB-W1-1871",2,0,"climate",30,81,84,83,34
"other","BB-W1-1871",6,0,"climate",23,79,84,76,27
"other","BB-W1-1871",13,0,"climate",17,80,80,77,31
"other","BB-W1-1871",14,0,"climate",15,81,82,70,36
"other","BB-W1-1871",24,0,"climate",17,83,81,71,25
"other","BB-W1-1909",2,0,"climate",25,15,12,10,5
"other","BB-W1-1909",3,0,"climate",36,10,13,13,31
"other","BB-W1-1909",6,0,"climate",27,21,13,8,12
"other","BB-W1-1909",20,0,"climate",14,41,42,10,20
"other","BB-W1-1909",21,0,"climate",11,17,12,6,5
"other","BB-W1-1942",7,0,"climate",10,31,29,29,22
"other","BB-W1-1942",9,0,"climate",16,53,60,27,60
"other","BB-W1-1942",10,0,"climate",8,62,57,30,55
"other","BB-W1-1942",11,0,"climate",10,49,48,34,52
"other","BB-W1-1942",23,0,"climate",13,59,47,63,48
"other","BB-W1-1956",1,0,"climate",8,52,71,40,28
"other","BB-W1-1956",4,0,"climate",13,46,45,23,29
"other","BB-W1-1956",15,0,"climate",15,71,77,57,68
"other","BB-W1-1956",17,0,"climate",19,49,66,65,69
"other","BB-W1-1956",26,0,"climate",20,80,81,62,71
"other","BB-W1-1959",3,0,"climate",31,25,50,0,0
"other","BB-W1-1959",15,0,"climate",34,75,75,25,25
"other","BB-W1-1959",18,0,"climate",41,80,80,0,20
"other","BB-W1-1959",20,0,"climate",37,50,60,0,0
"other","BB-W1-1959",21,0,"climate",29,70,80,0,0
"other","BB-W1-1983",2,0,"climate",110,100,77,87,100
"other","BB-W1-1983",3,0,"climate",102,72,90,100,91
"other","BB-W1-1983",7,0,"climate",114,100,100,100,100
"other","BB-W1-1983",12,0,"climate",102,77,91,82,84
"other","BB-W1-1983",16,0,"climate",100,100,100,100,100
"other","BB-W1-1994",2,0,"climate",22,100,100,30,100
"other","BB-W1-1994",9,0,"climate",23,100,100,29,100
"other","BB-W1-1994",16,0,"climate",29,100,100,40,100
"other","BB-W1-1994",17,0,"climate",14,100,100,29,100
"other","BB-W1-1994",21,0,"climate",29,100,100,50,100
"other","BB-W1-2000",4,0,"climate",17,84,49,60,74
"other","BB-W1-2000",10,0,"climate",13,73,82,61,100
"other","BB-W1-2000",18,0,"climate",13,100,100,61,100
"other","BB-W1-2000",19,0,"climate",13,76,92,62,100
"other","BB-W1-2000",23,0,"climate",8,100,100,100,100
"other","BB-W1-2017",2,0,"climate",34,73,73,15,68
"other","BB-W1-2017",6,0,"climate",22,80,79,19,68
"other","BB-W1-2017",14,0,"climate",19,64,67,11,54
"other","BB-W1-2017",15,0,"climate",48,78,77,28,62
"other","BB-W1-2017",26,0,"climate",24,98,96,83,88
"other","BB-W1-2036",4,0,"climate",13,60,65,18,23
"other","BB-W1-2036",6,0,"climate",18,52,51,12,13
"other","BB-W1-2036",8,0,"climate",12,62,65,31,4
"other","BB-W1-2036",17,0,"climate",14,73,72,15,19
"other","BB-W1-2036",20,0,"climate",15,71,72,14,18
"other","BB-W1-2049",4,0,"climate",7,23,1,5,2
"other","BB-W1-2049",6,0,"climate",12,3,1,1,1
"other","BB-W1-2049",12,0,"climate",17,9,3,22,0
"other","BB-W1-2049",14,0,"climate",15,20,3,2,3
"other","BB-W1-2049",25,0,"climate",12,67,68,17,14
"other","BB-W1-2066",2,0,"climate",11,75,82,52,76
"other","BB-W1-2066",9,0,"climate",15,78,69,55,56
"other","BB-W1-2066",15,0,"climate",13,48,42,29,47
"other","BB-W1-2066",20,0,"climate",17,93,86,79,79
"other","BB-W1-2066",25,0,"climate",16,62,55,51,59
"other","BB-W1-2069",1,0,"climate",13,5,10,20,40
"other","BB-W1-2069",4,0,"climate",21,5,10,15,30
"other","BB-W1-2069",5,0,"climate",18,30,55,15,90
"other","BB-W1-2069",8,0,"climate",20,20,70,10,25
"other","BB-W1-2069",9,0,"climate",18,20,10,0,25
"other","BB-W1-2085",7,0,"climate",12,19,13,0,0
"other","BB-W1-2085",8,0,"climate",19,62,64,48,52
"other","BB-W1-2085",12,0,"climate",11,63,61,50,61
"other","BB-W1-2085",19,0,"climate",12,61,63,51,53
"other","BB-W1-2093",6,0,"climate",36,10,10,0,0
"other","BB-W1-2093",13,0,"climate",39,10,10,7,7
"other","BB-W1-2093",19,0,"climate",39,60,70,50,40
"other","BB-W1-2093",21,0,"climate",27,5,15,5,5
"other","BB-W1-2093",25,0,"climate",41,80,80,10,5
"other","BB-W1-2123",4,0,"climate",23,10,60,10,20
"other","BB-W1-2123",11,0,"climate",14,20,20,10,20
"other","BB-W1-2123",17,0,"climate",15,80,80,50,60
"other","BB-W1-2123",18,0,"climate",18,80,80,70,70
"other","BB-W1-2123",21,0,"climate",15,20,50,30,40
"other","BB-W1-2144",6,0,"climate",24,50,10,20,10
"other","BB-W1-2144",9,0,"climate",36,5,0,0,0
"other","BB-W1-2144",10,0,"climate",51,50,10,15,25
"other","BB-W1-2144",15,0,"climate",29,0,0,0,15
"other","BB-W1-2144",21,0,"climate",24,10,0,5,5
"other","BB-W1-2169",7,0,"climate",30,100,100,30,70
"other","BB-W1-2169",11,0,"climate",34,50,50,30,65
"other","BB-W1-2169",17,0,"climate",50,100,45,20,12
"other","BB-W1-2169",23,0,"climate",24,0,30,0,0
"other","BB-W1-2169",24,0,"climate",19,100,100,100,100
"other","BB-W1-2206",11,0,"climate",48,100,75,5,30
"other","BB-W1-2206",13,0,"climate",52,100,80,5,50
"other","BB-W1-2206",14,0,"climate",53,100,80,5,40
"other","BB-W1-2206",23,0,"climate",52,100,90,5,30
"other","BB-W1-2206",25,0,"climate",55,100,100,5,20
"other","BB-W1-2219",2,0,"climate",14,52,52,0,75
"other","BB-W1-2219",3,0,"climate",21,78,78,13,100
"other","BB-W1-2219",24,0,"climate",18,71,70,3,94
"other","BB-W1-2219",25,0,"climate",23,100,100,13,100
"other","BB-W1-2250",5,0,"climate",37,100,50,1,100
"other","BB-W1-2250",10,0,"climate",24,100,100,0,52
"other","BB-W1-2250",15,0,"climate",30,100,58,0,64
"other","BB-W1-2250",20,0,"climate",42,100,66,0,73
"other","BB-W1-2250",25,0,"climate",38,6,0,0,0
"other","BB-W1-2293",4,0,"climate",13,58,63,56,57
"other","BB-W1-2293",11,0,"climate",10,74,82,67,68
"other","BB-W1-2293",12,0,"climate",7,4,73,50,55
"other","BB-W1-2293",22,0,"climate",11,71,81,70,71
"other","BB-W1-2293",23,0,"climate",10,83,94,100,100
"other","BB-W1-2303",6,0,"climate",14,96,100,65,58
"other","BB-W1-2303",7,0,"climate",25,67,85,55,61
"other","BB-W1-2303",13,0,"climate",18,77,77,55,55
"other","BB-W1-2303",22,0,"climate",19,90,90,68,75
"other","BB-W1-2303",24,0,"climate",22,82,87,55,64
"other","BB-W1-2329",4,0,"climate",17,69,68,5,5
"other","BB-W1-2329",9,0,"climate",11,51,51,15,15
"other","BB-W1-2329",11,0,"climate",15,69,70,21,10
"other","BB-W1-2329",13,0,"climate",13,66,66,39,39
"other","BB-W1-2329",17,0,"climate",16,70,71,20,5
"other","BB-W1-2343",1,0,"climate",15,72,39,51,67
"other","BB-W1-2343",3,0,"climate",23,90,80,92,88
"other","BB-W1-2343",4,0,"climate",13,80,69,82,91
"other","BB-W1-2343",6,0,"climate",21,77,76,79,86
"other","BB-W1-2343",10,0,"climate",23,73,83,58,81
"other","BB-W1-2349",4,0,"climate",31,70,70,58,66
"other","BB-W1-2349",5,0,"climate",23,77,87,89,99
"other","BB-W1-2349",6,0,"climate",19,57,74,71,75
"other","BB-W1-2349",17,0,"climate",33,92,93,92,91
"other","BB-W1-2349",23,0,"climate",27,81,87,92,100
"other","BB-W1-2366",5,0,"climate",20,99,98,55,87
"other","BB-W1-2366",14,0,"climate",25,87,86,66,68
"other","BB-W1-2366",18,0,"climate",29,82,83,50,71
"other","BB-W1-2366",21,0,"climate",18,92,92,68,81
"other","BB-W1-2366",26,0,"climate",23,100,100,91,100
"other","BB-W1-2380",2,0,"climate",12,86,63,0,15
"other","BB-W1-2380",6,0,"climate",17,86,80,0,78
"other","BB-W1-2380",7,0,"climate",33,80,76,0,49
"other","BB-W1-2380",12,0,"climate",23,0,0,0,0
"other","BB-W1-2380",14,0,"climate",8,93,63,0,58
"other","BB-W1-2392",3,0,"climate",19,43,58,71,52
"other","BB-W1-2392",6,0,"climate",11,66,70,61,87
"other","BB-W1-2392",12,0,"climate",20,88,64,60,83
"other","BB-W1-2392",17,0,"climate",20,78,88,86,65
"other","BB-W1-2392",24,0,"climate",24,51,57,63,88
"other","BB-W1-2421",6,0,"climate",13,64,54,9,11
"other","BB-W1-2421",7,0,"climate",26,65,44,10,11
