"article_cond","SID","article_number","exclude_item","topic","n_words","msg_rel_self","msg_rel_social","msg_share_broad","msg_share_narrow"
"control","BB-W1-2635",26,0,"climate",NA,100,100,0,100
"control","BB-W1-2639",7,0,"climate",NA,62,71,62,92
"control","BB-W1-2639",11,0,"climate",NA,9,42,40,60
"control","BB-W1-2639",12,0,"climate",NA,67,81,42,87
"control","BB-W1-2639",13,0,"climate",NA,10,24,33,58
"control","BB-W1-2639",20,0,"climate",NA,17,56,33,49
"control","BB-W1-2643",2,0,"climate",NA,5,0,0,0
"control","BB-W1-2643",3,0,"climate",NA,5,0,0,0
"control","BB-W1-2643",6,0,"climate",NA,0,0,0,0
"control","BB-W1-2643",16,0,"climate",NA,5,0,0,0
"control","BB-W1-2643",25,0,"climate",NA,20,0,0,0
"control","BB-W1-2647",2,0,"climate",NA,20,70,9,5
"control","BB-W1-2647",8,0,"climate",NA,10,80,20,20
"control","BB-W1-2647",18,0,"climate",NA,60,75,15,20
"control","BB-W1-2647",19,0,"climate",NA,35,60,10,10
"control","BB-W1-2647",22,0,"climate",NA,30,80,50,50
"control","BB-W1-2648",12,0,"climate",NA,0,0,0,0
"control","BB-W1-2648",16,0,"climate",NA,26,52,0,14
"control","BB-W1-2648",18,0,"climate",NA,23,29,0,15
"control","BB-W1-2648",22,0,"climate",NA,13,42,0,8
"control","BB-W1-2648",24,0,"climate",NA,64,81,15,53
"control","BB-W1-2654",9,0,"climate",NA,17,17,14,16
"control","BB-W1-2654",11,0,"climate",NA,20,19,19,9
"control","BB-W1-2654",12,0,"climate",NA,73,72,63,56
"control","BB-W1-2654",15,0,"climate",NA,43,43,51,18
"control","BB-W1-2654",24,0,"climate",NA,73,31,60,17
"control","BB-W1-2688",5,0,"climate",NA,75,75,20,60
"control","BB-W1-2688",10,0,"climate",NA,50,60,10,10
"control","BB-W1-2688",11,0,"climate",NA,60,70,25,50
"control","BB-W1-2688",18,0,"climate",NA,60,60,10,20
"control","BB-W1-2688",23,0,"climate",NA,75,60,30,50
"control","BB-W1-2697",1,0,"climate",NA,50,51,1,1
"control","BB-W1-2697",15,0,"climate",NA,80,90,0,0
"control","BB-W1-2697",19,0,"climate",NA,90,100,5,40
"control","BB-W1-2697",22,0,"climate",NA,90,90,0,10
"control","BB-W1-2697",23,0,"climate",NA,90,90,5,5
"control","BB-W1-2706",5,0,"climate",NA,34,22,8,18
"control","BB-W1-2706",8,0,"climate",NA,44,30,31,30
"control","BB-W1-2706",15,0,"climate",NA,0,0,0,0
"control","BB-W1-2706",22,0,"climate",NA,3,26,0,22
"control","BB-W1-2706",23,0,"climate",NA,0,29,7,4
"control","BB-W1-2720",2,0,"climate",NA,87,86,89,83
"control","BB-W1-2720",3,0,"climate",NA,76,79,85,82
"control","BB-W1-2720",4,0,"climate",NA,83,88,77,88
"control","BB-W1-2720",6,0,"climate",NA,85,81,79,81
"control","BB-W1-2720",21,0,"climate",NA,88,68,81,84
"control","BB-W1-2721",2,0,"climate",NA,23,33,0,0
"control","BB-W1-2721",10,0,"climate",NA,70,70,0,0
"control","BB-W1-2721",11,0,"climate",NA,43,46,0,0
"control","BB-W1-2721",24,0,"climate",NA,100,100,0,0
"control","BB-W1-2721",26,0,"climate",NA,100,100,0,19
"control","BB-W1-2729",5,0,"climate",NA,0,0,0,0
"control","BB-W1-2729",9,0,"climate",NA,0,0,0,0
"control","BB-W1-2729",10,0,"climate",NA,0,0,0,0
"control","BB-W1-2729",12,0,"climate",NA,0,0,0,0
"control","BB-W1-2729",18,0,"climate",NA,0,0,0,0
"control","BB-W1-2731",2,0,"climate",NA,27,27,21,19
"control","BB-W1-2731",12,0,"climate",NA,3,6,15,10
"control","BB-W1-2731",17,0,"climate",NA,86,86,67,30
"control","BB-W1-2731",24,0,"climate",NA,95,97,75,29
"control","BB-W1-2731",25,0,"climate",NA,32,34,26,9
"control","BB-W1-2734",7,0,"climate",NA,100,100,75,100
"control","BB-W1-2734",13,0,"climate",NA,90,40,20,100
"control","BB-W1-2734",17,0,"climate",NA,100,100,80,100
"control","BB-W1-2734",23,0,"climate",NA,20,20,50,100
"control","BB-W1-2734",25,0,"climate",NA,5,20,10,100
"control","BB-W1-2735",3,0,"climate",NA,80,84,0,44
"control","BB-W1-2735",11,0,"climate",NA,73,71,0,51
"control","BB-W1-2735",15,0,"climate",NA,54,44,0,0
"control","BB-W1-2735",18,0,"climate",NA,92,84,28,13
"control","BB-W1-2735",21,0,"climate",NA,92,80,37,40
"control","BB-W1-2752",6,0,"climate",NA,20,20,50,10
"control","BB-W1-2752",7,0,"climate",NA,25,75,60,10
"control","BB-W1-2752",12,0,"climate",NA,90,90,40,10
"control","BB-W1-2752",18,0,"climate",NA,60,60,70,10
"control","BB-W1-2752",19,0,"climate",NA,40,60,50,10
"control","BB-W1-2758",1,0,"climate",NA,6,2,0,0
"control","BB-W1-2758",2,0,"climate",NA,52,53,1,0
"control","BB-W1-2758",13,0,"climate",NA,8,11,1,6
"control","BB-W1-2758",23,0,"climate",NA,43,39,1,1
"control","BB-W1-2758",25,0,"climate",NA,58,58,1,0
"control","BB-W1-2760",10,0,"climate",NA,59,69,22,50
"control","BB-W1-2760",14,0,"climate",NA,52,51,33,55
"control","BB-W1-2760",15,0,"climate",NA,71,68,53,65
"control","BB-W1-2760",16,0,"climate",NA,56,55,49,73
"control","BB-W1-2760",26,0,"climate",NA,64,65,44,44
"control","BB-W1-2767",8,0,"climate",NA,0,0,0,0
"control","BB-W1-2767",10,0,"climate",NA,0,0,0,0
"control","BB-W1-2767",16,0,"climate",NA,0,0,0,0
"control","BB-W1-2767",19,0,"climate",NA,100,100,0,0
"control","BB-W1-2767",25,0,"climate",NA,100,100,0,0
"control","BB-W1-2781",6,0,"climate",NA,35,35,18,24
"control","BB-W1-2781",14,0,"climate",NA,48,47,23,36
"control","BB-W1-2781",19,0,"climate",NA,34,53,13,18
"control","BB-W1-2781",20,0,"climate",NA,75,76,10,18
"control","BB-W1-2781",21,0,"climate",NA,28,42,16,20
"control","BB-W1-2791",4,0,"climate",NA,19,19,0,1
"control","BB-W1-2791",14,0,"climate",NA,0,0,0,0
"control","BB-W1-2791",17,0,"climate",NA,3,2,0,0
"control","BB-W1-2791",19,0,"climate",NA,2,5,0,0
"control","BB-W1-2791",26,0,"climate",NA,66,74,0,14
"control","BB-W1-2794",5,0,"climate",NA,21,20,27,32
"control","BB-W1-2794",7,0,"climate",NA,12,11,9,20
"control","BB-W1-2794",11,0,"climate",NA,57,57,24,47
"control","BB-W1-2794",22,0,"climate",NA,68,68,34,49
"control","BB-W1-2794",24,0,"climate",NA,92,92,56,63
"control","BB-W1-2796",3,0,"climate",NA,33,0,0,0
"control","BB-W1-2796",6,0,"climate",NA,0,0,0,0
"control","BB-W1-2796",14,0,"climate",NA,16,0,0,0
"control","BB-W1-2796",15,0,"climate",NA,0,0,0,0
"control","BB-W1-2796",17,0,"climate",NA,33,33,0,0
"control","BB-W1-2811",1,0,"climate",NA,16,16,0,0
"control","BB-W1-2811",6,0,"climate",NA,28,28,0,0
"control","BB-W1-2811",12,0,"climate",NA,77,78,0,48
"control","BB-W1-2811",15,0,"climate",NA,67,69,0,34
"control","BB-W1-2811",17,0,"climate",NA,50,50,0,27
"control","BB-W1-2822",5,0,"climate",NA,28,29,28,34
"control","BB-W1-2822",9,0,"climate",NA,36,17,1,2
"control","BB-W1-2822",16,0,"climate",NA,8,2,0,1
"control","BB-W1-2822",21,0,"climate",NA,2,2,4,30
"control","BB-W1-2822",26,0,"climate",NA,4,5,15,15
"control","BB-W1-2831",3,0,"climate",NA,28,49,0,9
"control","BB-W1-2831",11,0,"climate",NA,18,34,0,0
"control","BB-W1-2831",21,0,"climate",NA,24,36,0,2
"control","BB-W1-2831",23,0,"climate",NA,17,24,0,0
"control","BB-W1-2831",25,0,"climate",NA,5,11,0,2
"control","BB-W1-2834",1,0,"climate",NA,0,0,0,0
"control","BB-W1-2834",5,0,"climate",NA,41,48,82,80
"control","BB-W1-2834",10,0,"climate",NA,52,52,50,0
"control","BB-W1-2834",17,0,"climate",NA,34,0,79,35
"control","BB-W1-2834",25,0,"climate",NA,49,42,53,58
"control","BB-W1-2845",4,0,"climate",NA,7,10,4,7
"control","BB-W1-2845",7,0,"climate",NA,30,70,9,19
"control","BB-W1-2845",11,0,"climate",NA,5,3,5,7
"control","BB-W1-2845",14,0,"climate",NA,25,13,3,25
"control","BB-W1-2845",17,0,"climate",NA,100,100,6,60
"control","BB-W1-2850",4,0,"climate",NA,98,97,64,64
"control","BB-W1-2850",9,0,"climate",NA,90,90,86,86
"control","BB-W1-2850",14,0,"climate",NA,100,100,72,72
"control","BB-W1-2850",18,0,"climate",NA,92,92,80,80
"control","BB-W1-2850",21,0,"climate",NA,96,96,74,74
"control","BB-W1-2852",1,0,"climate",NA,75,75,5,95
"control","BB-W1-2852",4,0,"climate",NA,90,93,6,91
"control","BB-W1-2852",19,0,"climate",NA,81,80,5,90
"control","BB-W1-2852",21,0,"climate",NA,80,80,5,90
"control","BB-W1-2852",23,0,"climate",NA,77,78,5,85
"control","BB-W1-2854",12,0,"climate",NA,2,1,1,0
"control","BB-W1-2854",16,0,"climate",NA,0,28,17,2
"control","BB-W1-2854",20,0,"climate",NA,16,21,40,4
"control","BB-W1-2854",24,0,"climate",NA,0,0,3,0
"control","BB-W1-2854",25,0,"climate",NA,0,18,6,0
"control","BB-W1-2868",12,0,"climate",NA,24,24,29,14
"control","BB-W1-2868",15,0,"climate",NA,23,25,18,22
"control","BB-W1-2868",16,0,"climate",NA,21,26,17,21
"control","BB-W1-2868",18,0,"climate",NA,25,25,15,15
"control","BB-W1-2868",19,0,"climate",NA,19,14,13,14
"control","BB-W1-2872",2,0,"climate",NA,40,30,0,0
"control","BB-W1-2872",20,0,"climate",NA,0,0,0,0
"control","BB-W1-2872",21,0,"climate",NA,0,0,0,0
"control","BB-W1-2872",23,0,"climate",NA,40,40,20,20
"control","BB-W1-2872",25,0,"climate",NA,10,10,0,0
"control","BB-W1-2904",10,0,"climate",NA,100,100,90,86
"control","BB-W1-2904",12,0,"climate",NA,87,75,100,100
"control","BB-W1-2904",13,0,"climate",NA,83,88,99,89
"control","BB-W1-2904",15,0,"climate",NA,100,100,78,84
"control","BB-W1-2904",22,0,"climate",NA,78,97,94,100
"control","BB-W1-2909",3,0,"climate",NA,0,0,0,0
"control","BB-W1-2909",13,0,"climate",NA,0,0,0,0
"control","BB-W1-2909",16,0,"climate",NA,0,0,0,0
"control","BB-W1-2909",19,0,"climate",NA,50,50,0,0
"control","BB-W1-2909",22,0,"climate",NA,50,50,0,0
"control","BB-W1-2919",6,0,"climate",NA,79,71,90,89
"control","BB-W1-2919",11,0,"climate",NA,90,82,86,90
"control","BB-W1-2919",16,0,"climate",NA,74,74,86,83
"control","BB-W1-2919",20,0,"climate",NA,74,67,53,55
"control","BB-W1-2919",21,0,"climate",NA,89,90,91,86
"control","BB-W1-2936",3,0,"climate",NA,63,55,82,85
"control","BB-W1-2936",8,0,"climate",NA,91,82,97,87
"control","BB-W1-2936",12,0,"climate",NA,85,85,66,72
"control","BB-W1-2936",22,0,"climate",NA,56,48,81,71
"control","BB-W1-2936",23,0,"climate",NA,91,86,100,86
"control","BB-W1-2937",5,0,"climate",NA,80,75,20,72
"control","BB-W1-2937",8,0,"climate",NA,32,29,16,24
"control","BB-W1-2937",11,0,"climate",NA,32,71,19,56
"control","BB-W1-2937",14,0,"climate",NA,28,73,68,84
"control","BB-W1-2937",15,0,"climate",NA,76,78,8,42
"control","BB-W1-2942",5,0,"climate",NA,0,0,0,0
"control","BB-W1-2942",11,0,"climate",NA,7,0,7,7
"control","BB-W1-2942",13,0,"climate",NA,35,13,34,37
"control","BB-W1-2942",17,0,"climate",NA,72,21,0,15
"control","BB-W1-2942",26,0,"climate",NA,100,100,24,58
"control","BB-W1-2948",1,0,"climate",NA,50,50,20,0
"control","BB-W1-2948",10,0,"climate",NA,100,100,81,49
"control","BB-W1-2948",17,0,"climate",NA,100,100,60,6
"control","BB-W1-2948",18,0,"climate",NA,100,100,50,70
"control","BB-W1-2948",21,0,"climate",NA,92,63,71,80
"control","BB-W1-2950",1,0,"climate",NA,24,23,0,0
"control","BB-W1-2950",8,0,"climate",NA,0,0,0,0
"control","BB-W1-2950",11,0,"climate",NA,50,85,14,40
"control","BB-W1-2950",23,0,"climate",NA,97,96,79,78
"control","BB-W1-2950",24,0,"climate",NA,50,50,0,0
"control","BB-W1-2967",7,0,"climate",NA,86,86,11,17
"control","BB-W1-2967",8,0,"climate",NA,80,70,9,11
"control","BB-W1-2967",15,0,"climate",NA,21,21,77,20
"control","BB-W1-2967",19,0,"climate",NA,29,18,6,8
"control","BB-W1-2967",22,0,"climate",NA,41,21,14,17
"control","BB-W1-2968",3,0,"climate",NA,5,4,5,4
"control","BB-W1-2968",12,0,"climate",NA,79,55,20,30
"control","BB-W1-2968",16,0,"climate",NA,20,15,10,5
"control","BB-W1-2968",18,0,"climate",NA,65,80,40,50
"control","BB-W1-2968",23,0,"climate",NA,10,10,5,9
"control","BB-W1-2986",4,0,"climate",NA,35,32,27,66
"control","BB-W1-2986",7,0,"climate",NA,73,75,28,78
"control","BB-W1-2986",10,0,"climate",NA,67,67,21,72
"control","BB-W1-2986",11,0,"climate",NA,24,30,31,67
"control","BB-W1-2986",22,0,"climate",NA,61,62,9,62
"control","BB-W1-2999",2,0,"climate",NA,3,0,0,0
"control","BB-W1-2999",5,0,"climate",NA,10,0,3,44
"control","BB-W1-2999",8,0,"climate",NA,30,0,0,10
"control","BB-W1-2999",9,0,"climate",NA,0,0,0,0
"control","BB-W1-2999",17,0,"climate",NA,16,0,5,0
"control","BB-W1-3000",1,0,"climate",NA,0,0,0,0
"control","BB-W1-3000",3,0,"climate",NA,5,2,1,4
"control","BB-W1-3000",4,0,"climate",NA,0,0,1,3
"control","BB-W1-3000",13,0,"climate",NA,3,2,2,5
"control","BB-W1-3000",16,0,"climate",NA,5,20,0,10
"control","BB-W1-3017",5,0,"climate",NA,82,67,52,66
"control","BB-W1-3017",7,0,"climate",NA,72,54,22,46
"control","BB-W1-3017",10,0,"climate",NA,62,66,16,41
"control","BB-W1-3017",18,0,"climate",NA,60,69,63,54
"control","BB-W1-3017",23,0,"climate",NA,46,49,57,72
"control","BB-W1-3021",2,0,"climate",NA,25,40,0,0
"control","BB-W1-3021",3,0,"climate",NA,60,60,0,60
"control","BB-W1-3021",4,0,"climate",NA,30,30,0,30
"control","BB-W1-3021",16,0,"climate",NA,0,0,0,0
"control","BB-W1-3021",25,0,"climate",NA,40,40,0,40
"control","BB-W1-3024",1,0,"climate",NA,24,19,0,0
"control","BB-W1-3024",2,0,"climate",NA,0,0,0,0
"control","BB-W1-3024",3,0,"climate",NA,0,0,0,0
"control","BB-W1-3024",22,0,"climate",NA,54,61,0,0
"control","BB-W1-3024",24,0,"climate",NA,0,0,0,0
"control","BB-W1-3032",2,0,"climate",NA,40,80,10,10
"control","BB-W1-3032",6,0,"climate",NA,40,80,10,10
"control","BB-W1-3032",17,0,"climate",NA,65,81,10,10
"control","BB-W1-3032",21,0,"climate",NA,30,80,10,10
"control","BB-W1-3032",25,0,"climate",NA,40,80,10,10
"control","BB-W1-3070",1,0,"climate",NA,10,20,0,10
"control","BB-W1-3070",3,0,"climate",NA,30,40,0,15
"control","BB-W1-3070",4,0,"climate",NA,50,50,0,30
"control","BB-W1-3070",22,0,"climate",NA,40,40,0,20
"control","BB-W1-3070",25,0,"climate",NA,40,40,0,20
"control","BB-W1-3079",3,0,"climate",NA,40,40,20,20
"control","BB-W1-3079",14,0,"climate",NA,40,25,20,20
"control","BB-W1-3079",17,0,"climate",NA,25,50,40,40
"control","BB-W1-3079",19,0,"climate",NA,1,40,10,10
"control","BB-W1-3079",24,0,"climate",NA,55,40,40,40
"control","BB-W1-3087",2,0,"climate",NA,30,34,3,18
"control","BB-W1-3087",6,0,"climate",NA,35,56,6,21
"control","BB-W1-3087",15,0,"climate",NA,65,100,3,30
"control","BB-W1-3087",18,0,"climate",NA,100,100,13,55
"control","BB-W1-3087",19,0,"climate",NA,60,100,15,80
"control","BB-W1-3089",4,0,"climate",NA,30,30,0,0
"control","BB-W1-3089",5,0,"climate",NA,0,0,0,0
"control","BB-W1-3089",11,0,"climate",NA,0,0,0,0
"control","BB-W1-3089",12,0,"climate",NA,70,50,0,0
"control","BB-W1-3089",18,0,"climate",NA,0,0,0,0
"control","BB-W1-3092",6,0,"climate",NA,10,10,0,5
"control","BB-W1-3092",9,0,"climate",NA,10,20,0,0
"control","BB-W1-3092",13,0,"climate",NA,10,10,0,0
"control","BB-W1-3092",19,0,"climate",NA,10,20,0,0
"control","BB-W1-3092",22,0,"climate",NA,50,80,15,65
"control","BB-W1-3099",10,0,"climate",NA,87,71,0,59
"control","BB-W1-3099",13,0,"climate",NA,16,50,0,13
"control","BB-W1-3099",14,0,"climate",NA,57,40,0,43
"control","BB-W1-3099",21,0,"climate",NA,92,79,0,75
"control","BB-W1-3099",23,0,"climate",NA,15,20,0,32
"control","BB-W1-3123",4,0,"climate",NA,58,6,9,58
"control","BB-W1-3123",8,0,"climate",NA,94,94,60,2
"control","BB-W1-3123",14,0,"climate",NA,93,95,18,24
"control","BB-W1-3123",21,0,"climate",NA,6,7,6,9
"control","BB-W1-3123",26,0,"climate",NA,87,89,89,4
"control","BB-W1-3125",3,0,"climate",NA,42,42,0,0
"control","BB-W1-3125",11,0,"climate",NA,0,0,0,0
"control","BB-W1-3125",15,0,"climate",NA,12,8,0,0
"control","BB-W1-3125",17,0,"climate",NA,100,100,0,0
"control","BB-W1-3125",20,0,"climate",NA,100,100,0,0
"control","BB-W1-3135",2,0,"climate",NA,0,0,0,0
"control","BB-W1-3135",13,0,"climate",NA,0,0,0,0
"control","BB-W1-3135",17,0,"climate",NA,0,0,0,0
"control","BB-W1-3135",22,0,"climate",NA,0,0,0,0
"control","BB-W1-3135",23,0,"climate",NA,0,0,0,0
"control","BB-W1-3138",4,0,"climate",NA,8,8,9,9
"control","BB-W1-3138",5,0,"climate",NA,3,3,4,4
"control","BB-W1-3138",7,0,"climate",NA,1,3,25,24
"control","BB-W1-3138",10,0,"climate",NA,48,48,29,81
"control","BB-W1-3138",22,0,"climate",NA,3,73,1,76
"control","BB-W1-3143",9,0,"climate",NA,20,10,7,35
"control","BB-W1-3143",10,0,"climate",NA,29,29,14,31
"control","BB-W1-3143",14,0,"climate",NA,17,7,7,13
"control","BB-W1-3143",16,0,"climate",NA,8,17,9,9
"control","BB-W1-3143",25,0,"climate",NA,34,22,11,19
"control","BB-W1-3168",1,0,"climate",NA,71,55,31,32
"control","BB-W1-3168",2,0,"climate",NA,64,59,25,28
"control","BB-W1-3168",14,0,"climate",NA,77,64,42,41
"control","BB-W1-3168",17,0,"climate",NA,73,59,41,33
"control","BB-W1-3168",26,0,"climate",NA,81,68,47,46
"control","BB-W1-3171",3,0,"climate",NA,52,28,0,0
"control","BB-W1-3171",5,0,"climate",NA,50,50,0,0
"control","BB-W1-3171",6,0,"climate",NA,30,30,0,0
"control","BB-W1-3171",7,0,"climate",NA,100,100,0,0
"control","BB-W1-3171",16,0,"climate",NA,79,52,0,0
"control","BB-W1-3180",9,0,"climate",NA,0,0,0,0
"control","BB-W1-3180",14,0,"climate",NA,0,0,0,0
"control","BB-W1-3180",15,0,"climate",NA,10,10,0,0
"control","BB-W1-3180",17,0,"climate",NA,10,10,0,0
"control","BB-W1-3180",22,0,"climate",NA,5,5,0,0
"control","BB-W1-3184",2,0,"climate",NA,70,70,25,10
"control","BB-W1-3184",6,0,"climate",NA,60,60,10,25
"control","BB-W1-3184",10,0,"climate",NA,90,75,40,75
"control","BB-W1-3184",12,0,"climate",NA,100,100,50,60
"control","BB-W1-3184",25,0,"climate",NA,80,80,40,75
"control","BB-W1-3188",4,0,"climate",NA,74,74,100,100
"control","BB-W1-3188",20,0,"climate",NA,8,8,19,6
"control","BB-W1-3188",22,0,"climate",NA,100,100,90,100
"control","BB-W1-3188",25,0,"climate",NA,100,100,80,91
"control","BB-W1-3188",26,0,"climate",NA,80,80,61,80
"control","BB-W1-3196",6,0,"climate",NA,4,4,83,92
"control","BB-W1-3196",7,0,"climate",NA,31,92,100,99
"control","BB-W1-3196",13,0,"climate",NA,4,18,6,26
"control","BB-W1-3196",23,0,"climate",NA,2,38,63,100
"control","BB-W1-3196",24,0,"climate",NA,1,2,10,50
"control","BB-W1-3200",9,0,"climate",NA,60,65,30,50
"control","BB-W1-3200",12,0,"climate",NA,87,88,50,77
"control","BB-W1-3200",14,0,"climate",NA,20,22,19,35
"control","BB-W1-3200",17,0,"climate",NA,64,66,23,44
"control","BB-W1-3200",19,0,"climate",NA,70,75,32,48
"control","BB-W1-3204",8,0,"climate",NA,79,71,69,77
"control","BB-W1-3204",11,0,"climate",NA,60,29,34,73
"control","BB-W1-3204",12,0,"climate",NA,87,77,71,85
"control","BB-W1-3204",17,0,"climate",NA,55,50,31,72
"control","BB-W1-3204",21,0,"climate",NA,28,28,27,38
"control","BB-W1-3216",4,0,"climate",NA,27,29,20,71
"control","BB-W1-3216",8,0,"climate",NA,72,73,4,51
"control","BB-W1-3216",16,0,"climate",NA,67,67,3,7
"control","BB-W1-3216",18,0,"climate",NA,95,96,29,18
"control","BB-W1-3216",21,0,"climate",NA,4,4,0,4
"control","BB-W1-3219",3,0,"climate",NA,11,10,0,0
"control","BB-W1-3219",5,0,"climate",NA,35,39,0,0
"control","BB-W1-3219",9,0,"climate",NA,7,9,0,0
"control","BB-W1-3219",17,0,"climate",NA,0,0,0,0
"control","BB-W1-3219",24,0,"climate",NA,50,50,0,0
"control","BB-W1-3220",6,0,"climate",NA,9,50,50,50
"control","BB-W1-3220",16,0,"climate",NA,75,75,75,75
"control","BB-W1-3220",17,0,"climate",NA,50,50,50,50
"control","BB-W1-3220",21,0,"climate",NA,50,50,50,50
"control","BB-W1-3220",22,0,"climate",NA,100,100,100,100
"control","BB-W1-3228",2,0,"climate",NA,53,74,63,29
"control","BB-W1-3228",12,0,"climate",NA,43,66,63,25
"control","BB-W1-3228",13,0,"climate",NA,57,33,70,41
"control","BB-W1-3228",18,0,"climate",NA,55,80,63,32
"control","BB-W1-3228",20,0,"climate",NA,52,75,64,33
"control","BB-W1-3239",4,0,"climate",NA,0,0,48,0
"control","BB-W1-3239",7,0,"climate",NA,0,100,82,100
"control","BB-W1-3239",9,0,"climate",NA,0,0,42,0
"control","BB-W1-3239",16,0,"climate",NA,0,0,51,0
"control","BB-W1-3239",25,0,"climate",NA,54,81,44,0
"control","BB-W1-3240",5,0,"climate",NA,7,0,25,40
"control","BB-W1-3240",11,0,"climate",NA,67,69,39,52
"control","BB-W1-3240",12,0,"climate",NA,49,50,30,51
"control","BB-W1-3240",19,0,"climate",NA,92,84,51,12
"control","BB-W1-3240",22,0,"climate",NA,93,87,35,44
"control","BB-W1-3258",2,0,"climate",NA,80,80,0,0
"control","BB-W1-3258",18,0,"climate",NA,90,90,0,0
"control","BB-W1-3258",19,0,"climate",NA,89,89,0,11
"control","BB-W1-3258",21,0,"climate",NA,77,77,0,15
"control","BB-W1-3258",22,0,"climate",NA,80,80,0,0
"control","BB-W1-3263",1,0,"climate",NA,95,100,0,7
"control","BB-W1-3263",5,0,"climate",NA,51,50,0,51
"control","BB-W1-3263",8,0,"climate",NA,50,50,0,0
"control","BB-W1-3263",9,0,"climate",NA,100,100,0,12
"control","BB-W1-3263",11,0,"climate",NA,80,80,0,3
"control","BB-W1-3272",4,0,"climate",NA,5,5,30,20
"control","BB-W1-3272",8,0,"climate",NA,60,60,50,75
"control","BB-W1-3272",13,0,"climate",NA,20,45,50,60
"control","BB-W1-3272",18,0,"climate",NA,50,70,50,60
"control","BB-W1-3272",20,0,"climate",NA,20,65,40,60
"control","BB-W1-3277",3,0,"climate",NA,11,7,0,0
"control","BB-W1-3277",4,0,"climate",NA,20,32,0,0
"control","BB-W1-3277",9,0,"climate",NA,14,9,0,0
"control","BB-W1-3277",17,0,"climate",NA,29,27,0,0
"control","BB-W1-3277",25,0,"climate",NA,25,14,0,0
"control","BB-W1-3282",12,0,"climate",NA,59,59,9,10
"control","BB-W1-3282",14,0,"climate",NA,86,86,0,0
"control","BB-W1-3282",18,0,"climate",NA,85,85,0,0
"control","BB-W1-3282",24,0,"climate",NA,70,70,10,30
"control","BB-W1-3282",26,0,"climate",NA,67,67,6,9
"control","BB-W1-3315",2,0,"climate",NA,10,5,0,0
"control","BB-W1-3315",6,0,"climate",NA,15,15,0,0
"control","BB-W1-3315",7,0,"climate",NA,15,15,0,15
"control","BB-W1-3315",13,0,"climate",NA,10,5,0,0
"control","BB-W1-3315",23,0,"climate",NA,15,15,0,0
"control","BB-W1-3322",4,0,"climate",NA,50,50,50,50
"control","BB-W1-3322",6,0,"climate",NA,65,70,70,70
"control","BB-W1-3322",10,0,"climate",NA,70,70,70,70
"control","BB-W1-3322",15,0,"climate",NA,65,70,70,65
"control","BB-W1-3322",17,0,"climate",NA,75,75,75,75
"control","BB-W1-3323",8,0,"climate",NA,60,10,0,0
"control","BB-W1-3323",13,0,"climate",NA,7,9,0,0
"control","BB-W1-3323",17,0,"climate",NA,100,100,0,0
"control","BB-W1-3323",18,0,"climate",NA,26,54,0,0
"control","BB-W1-3323",26,0,"climate",NA,49,32,0,0
"control","BB-W1-3327",1,0,"climate",NA,11,0,0,0
"control","BB-W1-3327",5,0,"climate",NA,14,26,0,0
"control","BB-W1-3327",6,0,"climate",NA,0,0,0,0
"control","BB-W1-3327",11,0,"climate",NA,0,0,0,0
"control","BB-W1-3327",20,0,"climate",NA,100,100,50,0
"control","BB-W1-3335",3,0,"climate",NA,45,44,0,45
"control","BB-W1-3335",6,0,"climate",NA,33,33,0,25
"control","BB-W1-3335",10,0,"climate",NA,33,30,0,16
"control","BB-W1-3335",18,0,"climate",NA,40,38,0,48
"control","BB-W1-3335",21,0,"climate",NA,49,49,0,75
"control","BB-W1-3346",6,0,"climate",NA,0,0,0,0
