"SID","article_cond","article_number","topic","msg_rel_self","msg_rel_social","LiveShare","n_articles","sharing_type","msg_share","sharing_type_key","comment","Article.Title","Source.URL","Topic","check","n_words"
"s324","self",46,"health",80,80,0,14,1,30,"msg_share_broad","This article matters because I expect to have kids in the next 10 years and this helps me understand how to help them sleep better.","For Babies, Solid Food at 3 Months May Lead to Sounder Sleep","https://www.nytimes.com/2018/08/17/well/eat/for-babies-solid-food-at-3-months-may-lead-to-sounder-sleep.html","wellness",0,25
"s324","other",15,"climate",60,60,0,14,1,0,"msg_share_broad","This article matters to people I know because it shows that even if you think the world is getting friendly on climate change initiatives this article shows that some important groups still very much do not care about the environment.","Australia, in a Victory for Coal, Clears the Way for a Disputed Mine","https://www.nytimes.com/2019/06/13/climate/adani-australia-carmichael-mine.html","climate",0,40
"s324","control",105,"health",50,70,0,14,1,0,"msg_share_broad","Describes how exercise does not necessarily result in weight loss and explains why that is.","Why So Many of Us Don’t Lose Weight When We Exercise","https://www.nytimes.com/2019/07/03/well/move/weight-loss-gain-exercise.html","wellness",0,15
"s324","control",50,"climate",60,60,0,14,1,30,"msg_share_broad","This article describes a particularly hot period during a summer that scientists believe is due to climate change.","Heat Wave Nudged the Planet to Its Hottest June, European Forecasters Say","https://www.nytimes.com/2019/07/03/climate/hottest-june-on-record.html","climate",0,18
"s324","self",36,"health",80,90,0,14,1,10,"msg_share_broad","This article matters because it informs me on dietary choices to avoid in order to keep me and my family healthy.","Eating Processed Meats Tied to Breast Cancer Risk","https://www.nytimes.com/2018/10/03/well/eat/eating-processed-meats-tied-to-breast-cancer-risk.html","wellness",0,21
"s324","other",40,"climate",60,30,0,14,1,20,"msg_share_broad","This article matters because it is a cautionary tale for how we can prepare for future famines caused by droughts.","Faced With Drought, the Pharaohs Tried (and Failed) to Adapt","https://www.nytimes.com/2018/03/30/climate/egypt-climate-drought.html","climate",0,20
"s324","control",93,"health",70,90,0,14,1,30,"msg_share_broad","How engaging in a particular exercise or physical activity can be beneficial for combating brain aging.","Walk, Stretch or Dance Dancing May Be Best for the Brain","https://www.nytimes.com/2017/03/29/well/walk-stretch-or-dance-dancing-may-be-best-for-the-brain.html","wellness",0,16
"s324","other",20,"climate",40,70,0,14,1,20,"msg_share_broad","This matters to friends who believe that climate change is dangerous because it points to new dangerous associated with warming.","Bigger, Faster Avalanches, Triggered by Climate Change","https://www.nytimes.com/2018/01/23/climate/glacier-collapse-avalanche.html","climate",0,20
"s325","control",82,"climate",80,70,0,7,1,50,"msg_share_broad","The general world trend is that we are seeing increasing amounts of buyers opting for a SUV truck or crossover vehicle versus a more efficient sedan. People are worried about the rise in greenhouse gas emissions from these vehicles as they replace more efficient cars.","The World Is Embracing S.U.V.s. That’s Bad News for the Climate.","https://www.nytimes.com/2018/03/03/climate/suv-sales-global-climate.html","climate",0,45
"s325","self",41,"health",10,40,0,7,1,20,"msg_share_broad","Chef Tom Colicchio talks about his experience with wild plants that can only be foraged or found at a farmer's market. He mentions their tastes and his own experiences with these products.","Farmer’s Market Shopping With the Chef Tom Colicchio","https://www.nytimes.com/2017/05/05/well/eat/farmers-market-shopping-with-the-chef-tom-colicchio.html","wellness",0,32
"s325","other",66,"climate",80,90,0,7,1,50,"msg_share_broad","The pros and cons of using a plastic bag versus paper or how many times you need to use a re-usable bag to make up for using a plastic bag. Ultimately what you buy that goes inside your bags matters the most.","Plastic Bags, or Paper? Here’s What to Consider When You Hit the Grocery Store","https://www.nytimes.com/2019/03/29/climate/plastic-paper-shopping-bags.html","climate",0,43
"s325","control",67,"climate",70,80,0,7,1,50,"msg_share_broad","This article mentions the global protests that happened in 2019 over climate change and the world's leaders apathy towards addressing these issues. Up to 4 million people protested around the world and some initiated workplace strikes in response to it. It should be mentioned that no protests took place in China however.","Protesting Climate Change, Young People Take to Streets in a Global Strike","https://www.nytimes.com/2019/09/20/climate/global-climate-strike.html","climate",0,52
"s325","self",49,"health",60,80,0,7,1,60,"msg_share_broad","There are several key factors that affect a person's risk for parkinsons disease. Notably one's obesity triglycerides cholesterol blood pressure and glucose levels. Once over the age of 60 these numbers can increase a person's chances by 60%.","Heart Risks Tied to Parkinson’s Disease","https://www.nytimes.com/2018/08/24/well/eat/heart-risks-tied-to-parkinsons-disease.html","wellness",0,38
"s325","other",11,"climate",80,80,0,7,1,60,"msg_share_broad","Energy use has gone down over the last 10 years (from the time of this article in 2012) by 1-2% and they believe the reason is that people are driving less. Driving uses 20x more energy than staying at home and watching tv or something. It's hard to exactly calculate but the modern era uses less energy as we have things done remotely far more often.","Americans Are Staying Home More. That’s Saving Energy.","https://www.nytimes.com/2018/01/29/climate/americans-staying-home-energy.html","climate",0,67
"s325","other",17,"health",60,60,0,7,1,40,"msg_share_broad","Eating a banana or drinking a sports drink was favorable compared to drinking only water. However eating a banana introduced something called COX-2 which generally increases inflammation. What can be concluded however is that one needs to have carbs while exercising and not just water. This study was funded by Dole bananas.","Bananas vs. Sports Drinks: Bananas Win in Study","https://www.nytimes.com/2018/04/04/well/move/banana-sports-drinks-exercise-workout-carbs.html","wellness",0,53
"s326","other",108,"climate",80,80,0,6,1,0,"msg_share_broad","Climate change affects all of us. It's important for everyone to know about.","‘Like a Terror Movie’: How Climate Change Will Cause More Simultaneous Disasters","https://www.nytimes.com/2018/11/19/climate/climate-disasters.html","climate",0,13
"s326","control",48,"health",10,10,0,6,1,0,"msg_share_broad","The article is about a study that showed people with hearing issues are more likely to get in accidents.","Hearing Loss May Make You Accident Prone","https://www.nytimes.com/2018/03/27/well/live/hearing-loss-may-make-you-accident-prone.html","wellness",0,19
"s326","self",20,"climate",60,60,0,6,1,0,"msg_share_broad","It doesn't really matter to me in a very literal sense. However the over-arching theme of climate change is of course important.","Bigger, Faster Avalanches, Triggered by Climate Change","https://www.nytimes.com/2018/01/23/climate/glacier-collapse-avalanche.html","climate",0,23
"s326","self",78,"health",10,70,0,6,1,0,"msg_share_broad","It kind of doesn't. I already knew everything in the article and I don't eat many sweets or things that contain added sugars.","The Downside of Having a Sweet Tooth","https://www.nytimes.com/2019/07/22/well/eat/the-downside-of-having-a-sweet-tooth.html","wellness",0,23
"s326","other",79,"climate",100,100,0,6,1,0,"msg_share_broad","The plastic pollution will eventually hurt us all it's already had a devastating effect on many ecosystems.","The Immense, Eternal Footprint Humanity Leaves on Earth: Plastics","https://www.nytimes.com/2017/07/19/climate/plastic-pollution-study-science-advances.html","climate",0,17
"s326","control",83,"health",60,60,0,6,1,0,"msg_share_broad","The article talks about studies that show exercise is good for your health.","The Year in Fitness: Exercise, Add Intensity, Live to See Another Year","https://www.nytimes.com/2017/12/27/well/move/the-year-in-fitness-exercise-add-intensity-live-to-see-another-year.html","wellness",0,13
"s327","control",58,"climate",0,0,0,11,1,10,"msg_share_broad","This article is talking about how  these grasses from other regions are considered invasive and are aiding the wildfires in california","Invasive Grasses May Worsen Wildfires, Study Suggests","https://www.nytimes.com/2019/11/04/climate/invasive-grasses-wildfires.html","climate",0,21
"s327","self",45,"health",40,20,0,11,1,20,"msg_share_broad","Participants with a higher flavonoid intake also  have a healthier diet overall and how studies have tested the theory that flavonoids in Plants May Help Protect Against Major Killers","Flavonoids in Plants May Help Protect Against Major Killers","https://www.nytimes.com/2019/08/19/well/eat/flavonoids-eat-plant-foods-heart-disease-cancer.html","wellness",0,29
"s327","other",99,"climate",80,100,0,11,1,80,"msg_share_broad","A lot of people I know live in a region where it floods aometimes and how the climate and the land play a part of why we have floods.","What Makes a Catastrophic Flood? And Is Climate Change Causing More of Them?","https://www.nytimes.com/2019/03/22/climate/what-causes-floods.html","climate",0,29
"s327","control",101,"health",60,60,0,11,1,40,"msg_share_broad","This article is telling me that with their studys about cholesterol levels in 2 different diets.","White Meat vs. Red Meat and Cholesterol Levels","https://www.nytimes.com/2019/06/11/well/eat/white-meat-vs-red-meat-and-cholesterol-levels.html","wellness",0,16
"s327","other",56,"climate",70,70,0,11,1,70,"msg_share_broad","Single-Use Plastics are what aid in more waste. people I know do a lot of work to help keep the earth clean and even though these plastics are easy to use but it creates a lot of trash.","How to Break Your Single-Use Plastics Habit","https://www.nytimes.com/2019/04/16/smarter-living/wirecutter/stop-using-single-use-plastics.html","climate",0,39
"s327","self",75,"health",70,70,0,11,1,80,"msg_share_broad","It matters me to me personally because myself and people I know and love could be affected by the effects of sugar","Sugary Drinks Tied to Shorter Life Span","https://www.nytimes.com/2019/03/21/well/eat/sugary-drinks-tied-to-shorter-life-span.html","wellness",0,22
"s327","self",108,"climate",80,90,0,11,1,100,"msg_share_broad","This article matters to me because in the area I live in is prone for disaster. Alot of floods. And if climate change plays a part in this it will hurt and destroy a lot of homes and familys","‘Like a Terror Movie’: How Climate Change Will Cause More Simultaneous Disasters","https://www.nytimes.com/2018/11/19/climate/climate-disasters.html","climate",0,39
"s327","control",68,"health",70,70,0,11,1,100,"msg_share_broad"," It is about Interval Training and examples of people doing and I think it could be beneficial","Scared of High-Intensity Interval Training? A Heart Monitor Can Make It Fun and Easy","https://www.nytimes.com/2018/05/29/well/move/high-intensity-interval-training-heart-rate-monitor-hiit-exercise-fitness.html","wellness",0,17
"s327","other",4,"climate",40,90,0,11,1,100,"msg_share_broad","well this would only matter to my republican trump supporting friends or family because they would possibly have some concern","A Busy Week for Climate Scientists, and Climate Negotiators","https://www.nytimes.com/2018/12/12/climate/climate-fwd-agu-food-waste.html","climate",0,20
"s327","other",91,"health",100,100,0,11,1,100,"msg_share_broad","Its matters because its all about sharing experiences with family and have that bond.","Visiting McDonald’s With My Grandmother","https://www.nytimes.com/2017/03/24/well/family/visiting-mcdonalds-with-my-grandmother.html","wellness",0,14
"s327","self",16,"climate",100,100,0,11,1,100,"msg_share_broad","Well i'm a big fan of automobiles but any way we can help the environment even with the types of energy we use in our cars is a win","Automakers Shift Gears on Climate Change","https://www.nytimes.com/2018/03/21/climate/climate-change-sylvia-earle.html","climate",0,29
"s328","other",43,"health",70,90,0,17,1,70,"msg_share_broad","People I know  who are middle aged could benefit by knowing how exercise can help prevent dementia.","Fitness in Midlife May Help Fend Off Dementia","https://www.nytimes.com/2018/03/28/well/mind/fitness-in-midlife-may-help-fend-off-dementia.html","wellness",0,17
"s328","self",18,"climate",80,80,0,17,1,60,"msg_share_broad","Climate change is incredibly important and needs people like Greta to change it.","Becoming Greta: ‘Invisible Girl’ to Global Climate Activist, With Bumps Along the Way","https://www.nytimes.com/2019/02/18/climate/greta-thunburg.html","climate",0,13
"s328","control",80,"health",70,70,0,17,1,70,"msg_share_broad","The kind of food we eat is what ultimately matters not the amount.","The Key to Weight Loss Is Diet Quality, Not Quantity, a New Study Finds","https://www.nytimes.com/2018/02/20/well/eat/counting-calories-weight-loss-diet-dieting-low-carb-low-fat.html","wellness",0,13
"s328","self",51,"climate",80,80,0,17,1,70,"msg_share_broad","I live in Florida which is directly impacted by coastal development. My insurance premiums are connected to it.","Homes Are Being Built the Fastest in Many Flood-Prone Areas, Study Finds","https://www.nytimes.com/2019/07/31/climate/climate-change-new-homes-flooding.html","climate",0,18
"s328","other",100,"health",70,70,0,17,1,60,"msg_share_broad","I have friends who are Vegan and assume that they won't get diseases like gout. It's obviously untrue.","When a Vegan Gets Gout","https://www.nytimes.com/2018/07/05/well/family/when-a-vegan-gets-gout.html","wellness",0,18
"s328","other",62,"climate",80,80,0,17,1,70,"msg_share_broad","Climate change and reducing fossill fuel use is very important for everyone including people I know.","One Thing You Can Do Switch to a Green Energy Provider","https://www.nytimes.com/2019/09/18/climate/nyt-climate-newsletter-green-energy.html","climate",0,16
"s328","control",90,"health",70,70,0,17,1,60,"msg_share_broad","AI has the possibility of being more precise in diagnosing and treating cancers than humans.","Using A.I. to Transform Breast Cancer Care","https://www.nytimes.com/2019/10/24/well/live/machine-intelligence-AI-breast-cancer-mammogram.html","wellness",0,15
"s328","self",82,"climate",90,90,0,17,1,60,"msg_share_broad","SUV's are bad for the environment and unfortunately not enough people seem to care.","The World Is Embracing S.U.V.s. That’s Bad News for the Climate.","https://www.nytimes.com/2018/03/03/climate/suv-sales-global-climate.html","climate",0,14
"s328","other",63,"health",70,70,0,17,1,60,"msg_share_broad","People have opinions based on few factsPeople I know might be interested in knowing the facts regarding this.","Opposed to G.M.O.s? How Much Do You Know About Them?","https://www.nytimes.com/2019/01/15/well/eat/gmo-foods-genetically-modified-knowledge.html","wellness",0,18
"s328","self",16,"climate",70,70,0,17,1,70,"msg_share_broad","Automakers must embrace climate change if the overall siuation can change.","Automakers Shift Gears on Climate Change","https://www.nytimes.com/2018/03/21/climate/climate-change-sylvia-earle.html","climate",0,11
"s328","control",25,"health",70,70,0,17,1,70,"msg_share_broad","There is a direct connection between activity and health and it begins in childhood.","Child’s Play Is Good for All of Us","https://www.nytimes.com/2017/05/03/well/move/childs-play-is-good-for-all-of-us.html","wellness",0,14
"s328","self",14,"climate",70,70,0,17,1,70,"msg_share_broad","Disasters will continue and the money allocated to help must be spent quickly.","As Disasters Multiply, Billions in Recovery Funds Go Unspent","https://www.nytimes.com/2019/09/05/climate/federal-hurricane-wildfire-disaster-funds-unspent.html","climate",0,13
"s328","other",103,"health",60,70,0,17,1,60,"msg_share_broad","People I know think that exercise will solve all their weight issues but that is clearly not true.","Why Exercise Alone May Not Be the Key to Weight Loss","https://www.nytimes.com/2018/04/11/well/move/why-exercise-alone-may-not-be-the-key-to-weight-loss.html","wellness",0,18
"s328","control",26,"climate",70,70,0,17,1,60,"msg_share_broad","People who deny climate change refuse to look at the facts regarding Polar bears and any other aspect.","Climate Change Denialists Say Polar Bears Are Fine. Scientists Are Pushing Back.","https://www.nytimes.com/2018/04/10/climate/polar-bears-climate-deniers.html","climate",0,18
"s328","other",55,"health",70,80,0,17,1,60,"msg_share_broad","Parents of chidren I know need to be much more selective in what they order for children in restaurants.","How to Break Out of the Children’s Menu Trap","https://www.nytimes.com/2019/10/23/well/eat/Children-food-health.html","wellness",0,19
"s328","control",66,"climate",70,70,0,17,1,60,"msg_share_broad","Plastic and paper bags are bad for the environment. people need to use reusable bags more often.","Plastic Bags, or Paper? Here’s What to Consider When You Hit the Grocery Store","https://www.nytimes.com/2019/03/29/climate/plastic-paper-shopping-bags.html","climate",0,17
"s328","self",92,"health",60,70,0,17,1,60,"msg_share_broad","Women I know who may become pregnant need this information about Vitamin D.","Vitamin D During Pregnancy May Improve Dental Health of Babies","https://www.nytimes.com/2019/08/13/well/family/vitamin-d-during-pregnancy-may-improve-dental-health-of-babies.html","wellness",0,13
"s329","self",29,"climate",100,100,0,5,1,0,"msg_share_broad","The facts of this article matter to me personally because of the rising costs of companies everywhere as they face more expenses and lost revenues from the result of climate change policies regulations and taxes.","Companies See Climate Change Hitting Their Bottom Lines in the Next 5 Years","https://www.nytimes.com/2019/06/04/climate/companies-climate-change-financial-impact.html","climate",0,35
"s329","other",9,"health",0,70,0,5,1,0,"msg_share_broad","This article can be hopeful to those who the trial involves and I hope more research is done so this may be developed into a helpful treatment protocol.","A Probiotic for Obesity","https://www.nytimes.com/2019/07/01/well/eat/a-probiotic-for-obesity.html","wellness",0,28
"s329","self",77,"climate",100,100,0,5,1,0,"msg_share_broad","It matters to me because the earth needs the major forests and jungles to produce the proper amount of oxygen.","The Amazon, Siberia, Indonesia A World of Fire","https://www.nytimes.com/2019/08/28/climate/fire-amazon-africa-siberia-worldwide.html","climate",0,20
"s329","other",109,"health",0,0,0,5,1,0,"msg_share_broad","I don't know anyone who is obese but this is a serious wake up call for anyone who is.","‘Obesity Paradox’ Fails to Hold Up in Study","https://www.nytimes.com/2018/02/28/well/obesity-paradox-fails-to-hold-up-in-study.html","wellness",0,19
"s329","control",65,"climate",0,0,0,5,1,0,"msg_share_broad","This is about the growing concern and protests against climate change by youths all over the world.","Pictures From Youth Climate Strikes Around the World","https://www.nytimes.com/2019/03/15/climate/climate-school-strikes.html","climate",0,17
"s330","other",66,"climate",20,60,0,4,1,0,"msg_share_broad","There are a bunch of people I know who use reusable grocery bags and a bunch of people I know who are against banning plastic grocery bags. I think both sides would be interested in this article.","Plastic Bags, or Paper? Here’s What to Consider When You Hit the Grocery Store","https://www.nytimes.com/2019/03/29/climate/plastic-paper-shopping-bags.html","climate",0,37
"s330","control",105,"health",100,100,0,4,1,50,"msg_share_broad","This article is about weight loss and how different methods of thinking about exercise and food can lead to different results.","Why So Many of Us Don’t Lose Weight When We Exercise","https://www.nytimes.com/2019/07/03/well/move/weight-loss-gain-exercise.html","wellness",0,21
"s330","self",54,"climate",60,60,0,4,1,10,"msg_share_broad","I think it's important to have self-introspection in regards to the activities I partake in that affect the world around me. Am I being a good steward of the world that's been entrusted to us? Those are important thoughts for everyone including me to consider.","How Record Heat Wreaked Havoc on Four Continents","https://www.nytimes.com/2018/07/30/climate/record-heat-waves.html","climate",0,46
"s330","control",60,"health",80,80,0,4,1,10,"msg_share_broad","This article is about gluten and it's role in the diet of the average American.","Is There a Downside to Going Gluten-Free if You’re Healthy?","Retrieving data. Wait a few seconds and try to cut or copy again.","wellness",0,15
"s331","other",7,"climate",30,40,0,7,1,10,"msg_share_broad","I don't know anyone who lives in a risk zone but I am concerned about global warming and its consequences.","A Forecast for a Warming World Learn to Live With Fire","https://www.nytimes.com/2019/10/24/climate/california-wildfires-climate-change.html","climate",0,20
"s331","self",92,"health",60,90,0,7,1,80,"msg_share_broad","I plan to have another child in the near future and this article is useful for me.","Vitamin D During Pregnancy May Improve Dental Health of Babies","https://www.nytimes.com/2019/08/13/well/family/vitamin-d-during-pregnancy-may-improve-dental-health-of-babies.html","wellness",0,17
"s331","control",40,"climate",10,10,0,7,1,10,"msg_share_broad","I see no relevance in this article","Faced With Drought, the Pharaohs Tried (and Failed) to Adapt","https://www.nytimes.com/2018/03/30/climate/egypt-climate-drought.html","climate",0,7
"s331","control",32,"health",90,90,0,7,1,100,"msg_share_broad","I agree with what the article says. I myself was a victim of this. I would definitely share this article with my friends and family.","Do Parents Make Kids Fat?","https://www.nytimes.com/2018/01/08/well/family/do-parents-make-kids-fat.html","wellness",0,25
"s331","other",12,"climate",60,60,0,7,1,60,"msg_share_broad","interesting article I had no idea how much pollution I could avoid by simply reducing my clothing purchases.","An Easy New Year’s Resolution: Help the Earth by Consuming Less","https://www.nytimes.com/2019/01/02/climate/climate-fwd-new-years-resolutions.html","climate",0,18
"s331","self",48,"health",20,40,0,7,1,40,"msg_share_broad","it is an interesting article although it does not affect me personally I had no idea how much trouble partial hearing loss could cause.","Hearing Loss May Make You Accident Prone","https://www.nytimes.com/2018/03/27/well/live/hearing-loss-may-make-you-accident-prone.html","wellness",0,24
"s331","self",19,"health",70,80,0,7,1,60,"msg_share_broad","it is totally logical what the article says being healthy and fit is good especially when you quit smoking.","Being Fit May Be as Good for You as Not Smoking","https://www.nytimes.com/2018/10/31/well/move/being-fit-may-be-as-good-for-you-as-not-smoking.html","wellness",0,19
"s332","other",102,"health",80,80,0,12,1,30,"msg_share_broad","I believe that this knowledge of eating fish being linked to higher verbal IQ scores is very useful information for any pregnant women I may meet in the future as well as my own wife if we ever decide to have kids.","Why Children (and Pregnant Women) May Want to Eat More Fish","https://www.nytimes.com/2019/10/30/well/eat/children-pregnant-women-eat-fish-seafood-brain-smarter.html","wellness",0,42
"s332","self",96,"climate",90,90,0,12,1,30,"msg_share_broad","I am a huge fan of history and the mysteries surrounding things such as Easter Island. The idea of losing places like this that miraculously still stand is heartbreaking to me and the future generations surely as well.","We’re Covering Heritage Sites Threatened by Climate Change. The List Just Got Longer.","https://www.nytimes.com/2018/10/16/climate/climate-change-historic-sites.html","climate",0,38
"s332","control",45,"health",100,100,0,12,1,50,"msg_share_broad","This article is about how flavonoids in various sources of edibles may have the ability to reduce the risk of different cancers and cardiovascular related deaths.","Flavonoids in Plants May Help Protect Against Major Killers","https://www.nytimes.com/2019/08/19/well/eat/flavonoids-eat-plant-foods-heart-disease-cancer.html","wellness",0,26
"s332","other",50,"climate",100,100,0,12,1,70,"msg_share_broad","This article should matter to everyone on Earth honestly including everyone I know. The rising temperatures of the planet are extremely alarming and I fear for the future very much. It is a scary time to be alive.","Heat Wave Nudged the Planet to Its Hottest June, European Forecasters Say","https://www.nytimes.com/2019/07/03/climate/hottest-june-on-record.html","climate",0,38
"s332","control",43,"health",100,100,0,12,1,80,"msg_share_broad","This article is about how being active/fit  as we age and reach the middle of our lives can potentially help with dementia issues in life not to mention reduce the risk of cancer and other diseases.","Fitness in Midlife May Help Fend Off Dementia","https://www.nytimes.com/2018/03/28/well/mind/fitness-in-midlife-may-help-fend-off-dementia.html","wellness",0,37
"s332","self",24,"climate",90,100,0,12,1,70,"msg_share_broad","The idea of electric cars becoming the norm in the future is very exciting and important to me. Losing our reliance on fossil fuels will eventually save us money but more importantly help to start saving the planet.","Cash for Carbon: Schumer Climate Plan Would Help Consumers Buy Electric Cars","https://www.nytimes.com/2019/10/24/climate/climate-change-schumer-electric-cars.html","climate",0,38
"s332","other",100,"health",90,100,0,12,1,80,"msg_share_broad","This article may be relevant to people I know because my family eats a lot of red meat so it sounds like they could be more likely than not to have a chance at getting gout. It sounds horrible so I will definitely tell them about this article to open their eyes.","When a Vegan Gets Gout","https://www.nytimes.com/2018/07/05/well/family/when-a-vegan-gets-gout.html","wellness",0,52
"s332","self",7,"climate",100,90,0,12,1,50,"msg_share_broad","The fact that wildfires are becoming more and more a normal occurance is a very troubling thing to me. Living in Arizona where it is already very dry I feel like we are more likely than ever to have to evacuate at any time due to fires being out of control. I do feel encouraged that we are trying to learn how to deal with them better however.","A Forecast for a Warming World Learn to Live With Fire","https://www.nytimes.com/2019/10/24/climate/california-wildfires-climate-change.html","climate",0,68
"s332","control",21,"health",70,40,0,12,1,30,"msg_share_broad","This article is about CBD the non mind altering portion of cannabis that has recently been put on the market at a rapid pace. It is being treated as a miracle drug but in all honesty it is still a mystery exactly what it does and what help/harm there truly is to it's use.","CBD Is Everywhere, but Scientists Still Don’t Know Much About It","https://www.nytimes.com/2019/02/25/well/live/cbd-cannabidiol-marijuana-medical-treatment-therapy.html","wellness",0,55
"s332","other",53,"climate",90,90,0,12,1,40,"msg_share_broad","This article matters to people I know because the heavy use of coal in any section of the world is something that is very damaging to the planet in general. I am sad to read that it is so necessary to use in developing countries as it is hurting everyone in the long run.","How One Billionaire Could Keep Three Countries Hooked on Coal for Decades","https://www.nytimes.com/2019/08/15/climate/coal-adani-india-australia.html","climate",0,54
"s332","self",87,"health",90,90,0,12,1,20,"msg_share_broad","This material matters to me personally because I am married and in some ways am concerned for my wife when it comes to her eating habits. It might not be a case of binging or anything like that but I have become more conscious of my eating habits and she has not which has become somewhat of an issue in our house from time to time.","To Treat Eating Disorders, It Sometimes Takes Two","https://www.nytimes.com/2018/11/29/well/eat/eating-disorders-food-anorexia-bulimia-binge-partners-spouses-treatment.html","wellness",0,66
"s332","other",58,"climate",60,100,0,12,1,40,"msg_share_broad","I have friends that live in California so the wildfires are something I worry about for their sake there. I know it is an issue in most areas but California seems very prone to them each year.","Invasive Grasses May Worsen Wildfires, Study Suggests","https://www.nytimes.com/2019/11/04/climate/invasive-grasses-wildfires.html","climate",0,37
"s334","self",9,"health",70,90,0,15,1,20,"msg_share_broad","This article matters to me personally because  Someone in my family takes Insulin and it's good for science as well.","A Probiotic for Obesity","https://www.nytimes.com/2019/07/01/well/eat/a-probiotic-for-obesity.html","wellness",0,20
"s334","control",103,"health",70,90,0,15,1,10,"msg_share_broad","The article is about besides a healthy exercise routine diet is the most important factor with weight loss contrary to popular belief as shown with the mice experiment.","Why Exercise Alone May Not Be the Key to Weight Loss","https://www.nytimes.com/2018/04/11/well/move/why-exercise-alone-may-not-be-the-key-to-weight-loss.html","wellness",0,28
"s334","control",99,"climate",90,80,0,15,1,10,"msg_share_broad","The article is about climate change and how it effects weather and floods by rising water levels and runoff They provided evidence as some examples of flooding and said that flooding is on the rise in the mid west.","What Makes a Catastrophic Flood? And Is Climate Change Causing More of Them?","https://www.nytimes.com/2019/03/22/climate/what-causes-floods.html","climate",0,39
"s334","self",59,"health",30,40,0,15,1,20,"msg_share_broad","This article matters to me personally because i consume deli meat and I'm concerned about the added nitrates salt and perservatives that cause cancer.","Is Eating Deli Meat Really That Bad for You?","https://www.nytimes.com/2018/12/14/well/eat/is-eating-deli-meats-really-that-bad-for-you.html","wellness",0,24
"s334","other",82,"climate",60,90,0,15,1,30,"msg_share_broad","People in my family own SUVs and they are notoriously bad for the environment yet they excel in popularity compared to EVs","The World Is Embracing S.U.V.s. That’s Bad News for the Climate.","https://www.nytimes.com/2018/03/03/climate/suv-sales-global-climate.html","climate",0,22
"s334","self",30,"health",0,30,0,15,1,0,"msg_share_broad","This article doesn't matter to me personally but I suppose after reading it would be beneficial to take Veillonella to help.","Could a Gut Bacteria Supplement Make Us Run Faster?","https://www.nytimes.com/2019/06/26/well/move/could-a-gut-bacteria-supplement-make-us-run-faster.html","wellness",0,21
"s334","control",18,"climate",10,20,0,15,1,20,"msg_share_broad","This article is about Greta and her obstacles during her life and how much of an impact she has made to address the global climate change issues.","Becoming Greta: ‘Invisible Girl’ to Global Climate Activist, With Bumps Along the Way","https://www.nytimes.com/2019/02/18/climate/greta-thunburg.html","climate",0,27
"s334","other",75,"health",20,70,0,15,1,30,"msg_share_broad","This article matters to people I know because a lot of people in my family drink soda and sugary drinks.","Sugary Drinks Tied to Shorter Life Span","https://www.nytimes.com/2019/03/21/well/eat/sugary-drinks-tied-to-shorter-life-span.html","wellness",0,20
"s334","control",84,"climate",90,80,0,15,1,70,"msg_share_broad","It's about a large island of plastic that's in the middle of the pacific ocean that is caused a lot of damage to the sea life and will continue to damage the sea life furthermore.","The ‘Great Pacific Garbage Patch’ Is Ballooning, 87,000 Tons of Plastic and Counting","https://www.nytimes.com/2018/03/22/climate/great-pacific-garbage-patch.html","climate",0,35
"s334","other",47,"health",80,60,0,15,1,20,"msg_share_broad","This article matters to people I know because some people in my family have heart disease likely caused by eating animals.","Getting Your Protein From Plants May Help You Live Longer","https://www.nytimes.com/2019/09/03/well/eat/diet-lifespan-vegetables-vegetarian-vegan-foods-plants-meat-fish.html","wellness",0,21
"s334","self",69,"climate",70,60,0,15,1,30,"msg_share_broad","This article matters to me personally because I live in a rural area and having more protected land would be beneficial.","Senate Passes a Sweeping Land Conservation Bill","https://www.nytimes.com/2019/02/12/climate/senate-conservation-bill.html","climate",0,21
"s334","other",60,"health",10,0,0,15,1,0,"msg_share_broad","This article doesn't matter to people I know so much I don't think they would care if things are gluten-free or not.","Is There a Downside to Going Gluten-Free if You’re Healthy?","Retrieving data. Wait a few seconds and try to cut or copy again.","wellness",0,23
"s334","self",31,"climate",0,30,0,15,1,0,"msg_share_broad","This article doesn't matter to me personally Exxon mobile can do and will do anything they want.","Court Dismisses Exxon’s Effort to Block Climate Investigation","https://www.nytimes.com/2018/03/29/climate/exxon-climate-change.html","climate",0,17
"s334","control",22,"health",80,20,0,15,1,0,"msg_share_broad","The article was about a healthy heart and arteries and quitting smoking and eating vegetarian helps this cause a lot .","Can Lifestyle Changes Remove Plaques in Your Arteries","https://www.nytimes.com/2018/05/18/well/live/plaques-heart-attack-diet-exercise-smoking-eat-stress.html","wellness",0,20
"s334","control",108,"climate",60,20,0,15,1,20,"msg_share_broad","The article is about current events and how climate change is not impacting so much right now but in the future it will have brutal consequences.","‘Like a Terror Movie’: How Climate Change Will Cause More Simultaneous Disasters","https://www.nytimes.com/2018/11/19/climate/climate-disasters.html","climate",0,26
"s335","control",39,"health",100,30,0,7,1,50,"msg_share_broad","Being overweight causes 7% of cancer cases in the US.","Excess Weight Contributes to More Than 7 Percent of Cancers","https://www.nytimes.com/2019/01/02/well/live/excess-weight-contributes-to-more-than-7-percent-of-cancers.html","wellness",0,10
