"survey_name","article_cond","SID","scale_name","category","item","value"
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","action_env_impact","collective","petition",-0.823721160361624
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","action_env_impact","recycle","recycle",-1.39670441210925
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","action_env_impact","diet","vegan",-0.466664570592226
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","action_env_impact","diet","vegetarian",-0.540612639057438
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","action_env_impact","collective","volunteer",-1.00217637803084
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","petition_share_broad",NA,"10",-0.914390892432454
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","petition_share_narrow",NA,"10",-1.06137970923141
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","petition_share_broad",NA,"6",0.350506909792057
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","petition_share_narrow",NA,"6",0.197520493195692
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","petition_share_broad",NA,"8",0.455474448898304
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","petition_share_narrow",NA,"8",0.366597689600945
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","climate_knowledge",NA,"mean",-1.39660811394985
"BB-PRIME Wave 1 Combined","control","BB-W1-1368","self_efficacy",NA,"mean",-1.98225501153543
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","transit","car",1.56421137745827
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","collective","contact",0.483791692882354
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","conversations","conversations",0.506198857697666
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","collective","donate",0.324038452727022
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","energy","energy",1.08061681966192
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","transit","flights",-0.278244325237428
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","diet","meat",-0.541617326963446
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","collective","petition",0.503773550395901
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","recycle","recycle",1.70580167259255
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","diet","vegan",-0.466664570592226
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","diet","vegetarian",0.103810403364058
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","action_env_impact","collective","volunteer",1.02140077894386
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","petition_share_broad",NA,"3",-0.986552483205665
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","petition_share_narrow",NA,"3",-1.10825359673692
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","petition_share_broad",NA,"8",-0.671425796287175
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","petition_share_narrow",NA,"8",-0.753060278638394
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","petition_share_broad",NA,"9",0.530537839593439
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","petition_share_narrow",NA,"9",1.3753251988482
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","climate_knowledge",NA,"mean",-0.249056525963969
"BB-PRIME Wave 1 Combined","other","BB-W1-1369","self_efficacy",NA,"mean",1.13812975942616
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","transit","car",-1.86320806758334
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","collective","contact",-1.46020779005238
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","conversations","conversations",-0.126157919642917
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","collective","donate",-1.05227223859249
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","energy","energy",-1.71668157157198
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","transit","flights",-0.939638052679563
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","diet","meat",-1.18676150830588
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","collective","petition",-0.823721160361624
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","recycle","recycle",-1.39670441210925
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","diet","vegan",-1.10674106069874
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","diet","vegetarian",-1.18503568147893
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","action_env_impact","collective","volunteer",-1.00217637803084
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","petition_share_broad",NA,"3",-0.986552483205665
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","petition_share_narrow",NA,"3",-1.10825359673692
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","petition_share_broad",NA,"5",-0.946775674131478
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","petition_share_narrow",NA,"5",-1.05793051003145
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","petition_share_broad",NA,"8",-0.953150857583544
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","petition_share_narrow",NA,"8",-1.03297477069823
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","climate_knowledge",NA,"mean",0.898495062021911
"BB-PRIME Wave 1 Combined","other","BB-W1-1370","self_efficacy",NA,"mean",0.098001502438965
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","transit","car",-0.492240289566696
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","collective","contact",-0.164208134762558
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","conversations","conversations",-0.126157919642917
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","collective","donate",0.324038452727022
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","energy","energy",-0.318032375955031
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","transit","flights",-0.278244325237428
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","diet","meat",-0.541617326963446
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","collective","petition",-0.159973804982862
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","recycle","recycle",-0.776203195168889
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","diet","vegan",0.173411919514288
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","diet","vegetarian",-0.540612639057438
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","action_env_impact","collective","volunteer",0.346875059952292
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","petition_share_broad",NA,"2",1.42493930538939
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","petition_share_narrow",NA,"2",1.11906525496121
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","petition_share_broad",NA,"6",0.838473763278723
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","petition_share_narrow",NA,"6",0.791352201034832
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","petition_share_broad",NA,"7",1.61788116570695
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","petition_share_narrow",NA,"7",0.81656240426544
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","climate_knowledge",NA,"mean",0.324719268028971
"BB-PRIME Wave 1 Combined","control","BB-W1-1379","self_efficacy",NA,"mean",-0.5954173355525
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","transit","car",-0.492240289566696
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","collective","contact",-0.81220796240747
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","conversations","conversations",-0.758514696983499
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","collective","donate",-1.05227223859249
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","energy","energy",-1.0173569737635
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","transit","flights",-0.939638052679563
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","diet","meat",0.103526854378991
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","collective","petition",-0.823721160361624
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","recycle","recycle",-0.776203195168889
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","diet","vegan",-0.466664570592226
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","diet","vegetarian",-0.540612639057438
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","action_env_impact","collective","volunteer",-1.00217637803084
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","petition_share_broad",NA,"10",-0.914390892432454
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","petition_share_narrow",NA,"10",-1.06137970923141
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","petition_share_broad",NA,"5",-0.946775674131478
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","petition_share_narrow",NA,"5",-1.05793051003145
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","petition_share_broad",NA,"9",-0.91725373890918
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","petition_share_narrow",NA,"9",-1.02491569881502
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","climate_knowledge",NA,"mean",-0.822832319956908
"BB-PRIME Wave 1 Combined","control","BB-W1-1391","self_efficacy",NA,"mean",0.098001502438965
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","transit","car",-0.492240289566696
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","collective","contact",-0.164208134762558
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","conversations","conversations",-0.126157919642917
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","collective","donate",1.01219379838678
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","energy","energy",1.08061681966192
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","transit","flights",0.383149402204706
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","diet","meat",1.39381521706386
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","collective","petition",-0.159973804982862
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","recycle","recycle",0.464799238711831
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","diet","vegan",0.813488409620803
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","diet","vegetarian",0.103810403364058
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","action_env_impact","collective","volunteer",0.346875059952292
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","petition_share_broad",NA,"1",0.563882094879943
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","petition_share_narrow",NA,"1",0.620517582805891
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","petition_share_broad",NA,"10",1.0639656863772
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","petition_share_narrow",NA,"10",1.27239217409168
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","petition_share_broad",NA,"5",1.04034739394681
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","petition_share_narrow",NA,"5",0.752919657930173
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","climate_knowledge",NA,"mean",1.47227085601485
"BB-PRIME Wave 1 Combined","control","BB-W1-1397","self_efficacy",NA,"mean",0.444710921434698
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","transit","car",-0.492240289566696
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","collective","contact",-0.164208134762558
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","conversations","conversations",-0.126157919642917
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","collective","donate",-0.364116892932733
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","energy","energy",0.381292221853443
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","transit","flights",1.04454312964684
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","diet","meat",0.103526854378991
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","collective","petition",-0.823721160361624
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","recycle","recycle",0.464799238711831
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","diet","vegan",0.173411919514288
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","diet","vegetarian",-0.540612639057438
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","action_env_impact","collective","volunteer",-1.00217637803084
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","petition_share_broad",NA,"1",-0.719902605634877
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","petition_share_narrow",NA,"1",-0.839018171563462
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","petition_share_broad",NA,"4",0.275481561744503
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","petition_share_narrow",NA,"4",-0.183030690783051
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","petition_share_broad",NA,"7",-0.541523744184478
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","petition_share_narrow",NA,"7",-0.660761134658447
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","climate_knowledge",NA,"mean",0.324719268028971
"BB-PRIME Wave 1 Combined","control","BB-W1-1399","self_efficacy",NA,"mean",-0.248707916556768
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","transit","car",0.878727488449951
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","collective","contact",1.13179152052727
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","conversations","conversations",1.77091241237883
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","collective","donate",1.70034914404653
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","energy","energy",1.77994141747039
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","transit","flights",1.04454312964684
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","diet","meat",0.748671035721427
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","collective","petition",1.83126826115343
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","recycle","recycle",1.70580167259255
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","diet","vegan",0.813488409620803
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","diet","vegetarian",1.39265648820705
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","action_env_impact","collective","volunteer",1.02140077894386
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","petition_share_broad",NA,"1",1.79185006928542
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","petition_share_narrow",NA,"1",1.63943876981846
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","petition_share_broad",NA,"5",1.77531072049631
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","petition_share_narrow",NA,"5",1.50969286245145
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","petition_share_broad",NA,"9",1.97832941809606
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","petition_share_narrow",NA,"9",1.79889712196524
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","climate_knowledge",NA,"mean",0.898495062021911
"BB-PRIME Wave 1 Combined","self","BB-W1-1402","self_efficacy",NA,"mean",1.13812975942616
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","transit","car",0.878727488449951
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","collective","contact",1.77979134817218
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","conversations","conversations",2.40326918971941
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","collective","donate",2.38850448970629
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","energy","energy",1.77994141747039
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","transit","flights",-0.278244325237428
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","diet","meat",1.39381521706386
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","collective","petition",1.16752090577466
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","recycle","recycle",1.08530045565219
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","diet","vegan",2.09364138983383
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","diet","vegetarian",1.39265648820705
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","action_env_impact","collective","volunteer",2.37045221692699
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","petition_share_broad",NA,"1",0.145256649059893
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","petition_share_narrow",NA,"1",-0.0679426786890869
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","petition_share_broad",NA,"7",1.09345425901903
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","petition_share_narrow",NA,"7",0.491551225702185
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","petition_share_broad",NA,"9",0.964875313144225
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","petition_share_narrow",NA,"9",0.528181352614126
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","climate_knowledge",NA,"mean",0.898495062021911
"BB-PRIME Wave 1 Combined","control","BB-W1-1406","self_efficacy",NA,"mean",-2.32896443053116
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","transit","car",-1.17772417857502
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","collective","contact",-1.46020779005238
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","conversations","conversations",-1.39087147432408
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","collective","donate",-1.05227223859249
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","energy","energy",-1.0173569737635
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","transit","flights",-1.6010317801217
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","diet","meat",-0.541617326963446
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","collective","petition",-1.48746851574039
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","recycle","recycle",-1.39670441210925
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","diet","vegan",-1.74681755080526
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","diet","vegetarian",-1.18503568147893
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","action_env_impact","collective","volunteer",-1.00217637803084
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","petition_share_broad",NA,"10",-0.855335472169479
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","petition_share_narrow",NA,"10",-0.974943713552776
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","petition_share_broad",NA,"3",0.300788163893691
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","petition_share_narrow",NA,"3",0.0148408914510555
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","petition_share_broad",NA,"6",0.621599606173538
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","petition_share_narrow",NA,"6",0.467443996758938
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","climate_knowledge",NA,"mean",0.324719268028971
"BB-PRIME Wave 1 Combined","control","BB-W1-1409","self_efficacy",NA,"mean",0.444710921434698
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","transit","car",0.878727488449951
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","collective","contact",1.13179152052727
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","conversations","conversations",0.506198857697666
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","collective","donate",1.01219379838678
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","energy","energy",1.08061681966192
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","transit","flights",1.04454312964684
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","diet","meat",0.748671035721427
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","collective","petition",1.16752090577466
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","recycle","recycle",0.464799238711831
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","diet","vegan",0.813488409620803
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","diet","vegetarian",0.748233445785553
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","action_env_impact","collective","volunteer",1.02140077894386
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","petition_share_broad",NA,"1",1.73603334317608
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","petition_share_narrow",NA,"1",1.63943876981846
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","petition_share_broad",NA,"3",1.81698937047738
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","petition_share_narrow",NA,"3",1.69948262373302
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","petition_share_broad",NA,"6",1.70597039169946
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","petition_share_narrow",NA,"6",1.54713801101192
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","climate_knowledge",NA,"mean",0.898495062021911
"BB-PRIME Wave 1 Combined","self","BB-W1-1413","self_efficacy",NA,"mean",1.13812975942616
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","transit","car",0.878727488449951
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","collective","contact",-1.46020779005238
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","conversations","conversations",-0.758514696983499
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","collective","donate",-1.05227223859249
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","energy","energy",0.381292221853443
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","transit","flights",-0.939638052679563
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","diet","meat",-0.541617326963446
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","collective","petition",-1.48746851574039
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","recycle","recycle",-0.776203195168889
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","diet","vegan",-0.466664570592226
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","diet","vegetarian",-0.540612639057438
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","action_env_impact","collective","volunteer",-0.327650659039273
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","petition_share_broad",NA,"2",-0.884131308746094
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","petition_share_narrow",NA,"2",-0.945636344532541
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","petition_share_broad",NA,"5",-0.78345049045381
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","petition_share_narrow",NA,"5",-0.976847666689887
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","petition_share_broad",NA,"9",-0.859342075769075
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","petition_share_narrow",NA,"9",-0.940201314191609
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","climate_knowledge",NA,"mean",1.47227085601485
"BB-PRIME Wave 1 Combined","control","BB-W1-1420","self_efficacy",NA,"mean",-0.248707916556768
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","transit","car",-0.492240289566696
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","collective","contact",-0.81220796240747
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","conversations","conversations",-0.758514696983499
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","collective","donate",-1.05227223859249
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","energy","energy",-0.318032375955031
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","transit","flights",-0.939638052679563
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","diet","meat",-1.18676150830588
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","collective","petition",-0.159973804982862
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","recycle","recycle",-0.155701978228529
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","diet","vegan",-1.10674106069874
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","diet","vegetarian",-1.18503568147893
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","action_env_impact","collective","volunteer",-1.00217637803084
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","petition_share_broad",NA,"5",-0.946775674131478
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","petition_share_narrow",NA,"5",-1.05793051003145
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","petition_share_broad",NA,"7",-0.819161518313376
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","petition_share_narrow",NA,"7",-0.778947017772358
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","petition_share_broad",NA,"9",-0.772474581058918
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","petition_share_narrow",NA,"9",-0.742534416736991
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","climate_knowledge",NA,"mean",-2.54415970193573
"BB-PRIME Wave 1 Combined","other","BB-W1-1421","self_efficacy",NA,"mean",-0.248707916556768
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","transit","car",-0.492240289566696
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","collective","contact",-0.81220796240747
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","conversations","conversations",-0.126157919642917
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","collective","donate",-0.364116892932733
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","energy","energy",-0.318032375955031
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","transit","flights",-0.278244325237428
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","diet","meat",-0.541617326963446
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","collective","petition",-0.159973804982862
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","recycle","recycle",-0.776203195168889
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","diet","vegan",-0.466664570592226
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","diet","vegetarian",-1.18503568147893
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","action_env_impact","collective","volunteer",-1.6767020970224
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","petition_share_broad",NA,"2",-0.855971911012735
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","petition_share_narrow",NA,"2",-0.532696024633792
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","petition_share_broad",NA,"3",-0.843514633527959
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","petition_share_narrow",NA,"3",-0.406319541619436
"BB-PRIME Wave 1 Combined","other","BB-W1-1427","petition_share_broad",NA,"9",-0.425004602218289
